position_0_to_1,1782605969288_blow_normal_event1_2.100s_normalized_db,1782605969288_blow_normal_event2_3.560s_normalized_db,1782605969288_blow_normal_event3_4.750s_normalized_db,1782605956239_blow_close_event1_0.920s_normalized_db,1782605956239_blow_close_event2_2.640s_normalized_db,1782605956239_blow_close_event3_4.290s_normalized_db,1782605976563_blow_normal_event1_0.760s_normalized_db,1782605976563_blow_normal_event2_1.880s_normalized_db,1782605976563_blow_normal_event3_3.130s_normalized_db,1658418658392_blow_close_event1_0.950s_normalized_db,1658418658392_blow_close_event2_2.220s_normalized_db,1658418658392_blow_close_event3_3.550s_normalized_db,1658418658392_blow_close_event4_4.900s_normalized_db,1658418658392_blow_close_event5_6.400s_normalized_db,1782608588636_blow_normal_event1_3.340s_normalized_db,1782608588636_blow_normal_event2_4.420s_normalized_db,1782608588636_blow_normal_event3_5.540s_normalized_db,1782608596442_blow_normal_event1_1.300s_normalized_db,1782608600090_blow_normal_event1_1.440s_normalized_db,1782608602965_blow_normal_event1_1.010s_normalized_db,1782608605517_blow_normal_event1_1.460s_normalized_db,1782608608865_blow_normal_event1_1.090s_normalized_db,1782608611657_blow_normal_event1_1.070s_normalized_db,1782608614338_blow_normal_event1_0.970s_normalized_db,1782608616573_blow_normal_event1_1.140s_normalized_db,1782608618931_blow_normal_event1_0.940s_normalized_db,1782608645573_blow_normal_event1_1.080s_normalized_db,1782608649116_blow_normal_event1_0.860s_normalized_db,1782608657180_blow_normal_event1_1.130s_normalized_db,1782608662652_blow_normal_event1_1.150s_normalized_db,1782608664944_blow_normal_event1_0.970s_normalized_db,1782608667017_blow_normal_event1_1.030s_normalized_db,1782608668892_blow_normal_event1_1.050s_normalized_db,1782608670794_blow_normal_event1_0.950s_normalized_db,1782608672740_blow_normal_event1_1.010s_normalized_db,1782608677735_blow_normal_event1_0.840s_normalized_db,1782608679544_blow_normal_event1_0.790s_normalized_db
0.158730,-57.817686,-18.202313,-25.116948,-29.310599,-45.973565,-24.317553,-22.768060,-43.592849,-31.041482,-11.912272,-10.076783,-12.500608,-8.161308,-7.561688,-39.386267,-33.062702,-24.358072,-43.196349,-34.633901,-37.725279,-38.261001,-41.472544,-29.778910,-20.908829,-26.579593,-5.755266,-68.430728,-47.705125,-65.331544,-33.327195,-61.187379,-18.654201,-13.708992,-47.307452,-12.843126,-4.808532,-31.091282
0.174603,-51.553603,-17.434603,-23.700900,-27.280844,-29.771093,-22.799521,-21.630166,-42.157974,-29.469745,-8.128379,-9.134923,-14.025300,-7.003541,-7.174316,-37.336280,-36.655464,-17.014481,-41.592458,-32.494139,-36.625366,-39.403957,-44.297788,-29.704349,-21.332398,-26.478333,-5.541022,-55.120744,-44.028468,-65.233130,-32.105751,-50.874125,-17.723451,-13.648301,-41.510586,-12.636543,-3.344968,-24.535709
0.190476,-45.614163,-16.619453,-23.098926,-20.516748,-27.095713,-15.166469,-20.991077,-39.915958,-28.753897,-7.110384,-9.445052,-14.730375,-7.254580,-6.986044,-36.372580,-36.428685,-16.103988,-41.130353,-18.079030,-40.059615,-38.257393,-46.802868,-30.866961,-19.186055,-25.443945,-6.321959,-42.425659,-36.864905,-60.769605,-31.835879,-44.317780,-17.487807,-13.589981,-37.485107,-12.775130,-3.979431,-15.730068
0.206349,-42.430723,-15.487996,-23.273799,-18.508444,-17.222498,-11.054440,-20.278080,-37.048782,-27.887244,-6.349247,-10.235452,-11.127450,-6.899093,-8.262297,-35.729003,-31.229631,-12.059165,-40.746767,-14.118464,-40.465903,-34.146746,-43.128247,-29.754493,-12.682934,-25.757745,-6.142872,-23.299419,-29.065242,-57.174693,-30.973835,-40.275599,-15.531771,-12.449782,-35.089880,-13.333466,-3.979189,-14.119726
0.222222,-37.165557,-15.109998,-22.604754,-18.113957,-14.077618,-10.376127,-19.898787,-31.677236,-27.009089,-7.022043,-10.484988,-6.538597,-6.494418,-9.052043,-35.429082,-27.845106,-12.136941,-30.362201,-13.334480,-37.236191,-31.706457,-43.024735,-22.025672,-9.024300,-24.702678,-3.413783,-21.663777,-24.978820,-44.097283,-30.119953,-37.864772,-12.543674,-12.750227,-33.060273,-13.487142,-4.867418,-11.405549
0.238095,-34.403927,-14.952027,-21.963365,-14.909188,-12.381607,-10.250734,-17.972742,-27.210529,-26.817282,-7.394121,-10.496293,-6.176979,-5.002874,-8.676563,-37.383943,-26.853471,-13.282963,-26.238793,-15.854536,-36.770072,-31.144917,-35.700047,-17.295136,-5.216651,-24.277363,-2.420568,-15.347522,-22.859071,-41.018042,-29.835481,-35.467778,-7.455642,-11.857195,-32.184801,-13.720849,-6.818212,-10.314655
0.253968,-31.418926,-15.130626,-22.082003,-12.712073,-12.474036,-12.498575,-14.232374,-26.076786,-25.269552,-8.029224,-7.180565,-6.150314,-4.509485,-8.649008,-31.156783,-28.472266,-12.816570,-24.065129,-13.463410,-33.177346,-19.753567,-23.438882,-13.775600,-0.647508,-23.759838,-2.457108,-10.106839,-20.939106,-36.784667,-29.333290,-30.706375,-7.701856,-10.760670,-30.610456,-13.452897,-7.682076,-10.084972
0.269841,-29.999882,-14.126046,-21.667585,-10.813223,-13.896433,-14.694800,-5.996300,-24.931234,-24.421860,-8.762731,-6.516725,-6.455552,-4.987411,-8.334318,-28.372227,-28.837274,-16.998924,-19.423036,-8.662339,-30.088564,-14.135129,-21.229020,-11.709220,0.000000,-23.434019,-5.106023,-7.387163,-19.969827,-33.601619,-28.703319,-28.500596,-6.918840,-10.450247,-29.861171,-12.621879,-11.480727,-8.558738
0.285714,-28.201380,-9.388797,-21.730530,-10.534265,-16.817532,-11.691416,-3.245360,-24.567401,-24.132822,-9.897457,-6.628965,-8.562337,-4.656179,-8.715525,-26.396956,-28.982042,-15.679380,-17.081620,-2.932959,-24.994372,-4.517417,-13.404323,-11.006719,-0.315896,-22.992519,-4.485451,-6.504772,-17.355060,-30.627279,-27.134850,-26.053094,-8.328439,-6.513260,-24.451394,-12.198509,-9.040045,-7.173346
0.301587,-26.204239,-4.803046,-13.762781,-8.240320,-19.914471,-11.141372,-0.983184,-23.239083,-23.129545,-9.775163,-6.610284,-8.463336,-3.835167,-9.433741,-23.029767,-27.825864,-14.680024,-16.375378,-2.496165,-13.998245,-3.539454,-8.490806,-10.174704,-0.400127,-15.019173,-4.881679,-6.970581,-16.253527,-25.620856,-25.518183,-24.270478,-7.412105,-5.874722,-20.592121,-11.895061,-5.996499,-6.478876
0.317460,-23.917928,-1.581400,-4.056765,-8.423730,-17.001923,-9.078317,0.000000,-21.425228,-20.146891,-8.105343,-5.727299,-7.100038,-3.298906,-9.870483,-19.978467,-19.167268,-16.396936,-14.225727,-2.469179,-12.395424,-3.287772,-7.713031,-8.365530,-4.873763,-10.355667,-2.452633,-7.666319,-15.009711,-23.405811,-23.425904,-24.334005,-6.447216,-5.699376,-20.161191,-12.021542,-2.685828,-4.772186
0.333333,-22.702524,-1.450322,-0.186556,-7.957345,-10.518636,-8.403174,-0.857475,-11.925409,-18.929923,-3.631764,-7.639746,-6.351072,-3.166477,-8.759456,-8.904627,-15.529148,-15.267815,-12.117126,-2.473068,-9.379993,-8.057032,-7.197471,-1.729838,-5.991922,-5.200905,-2.246756,-9.004291,-4.869859,-19.628887,-21.845634,-18.121198,-6.589606,-3.217845,-19.925059,-12.321997,-2.481866,-3.480496
0.349206,-18.623773,-1.893889,-0.063812,-7.024128,-8.518707,-3.284157,-2.032936,-6.535527,-12.348091,-2.241194,-7.583477,-6.008972,-3.368239,-8.104371,-8.452662,-13.107382,-8.594407,-7.768514,-3.713112,-8.321013,-10.186458,-5.290260,-1.085054,-7.286902,-4.572815,-3.191294,-8.246464,-1.979367,-19.266871,-11.678003,-13.863842,-8.040218,-0.339185,-20.439773,-12.476753,-2.740833,-0.441416
0.365079,-10.627406,-1.866387,0.000000,-9.192431,-6.986655,-1.480606,-4.675719,-6.251659,-10.223111,0.000000,-5.562442,-5.509716,-2.781102,-7.100131,-6.241643,-12.173335,-6.154322,-6.696247,-5.891337,-7.368803,-8.571934,-1.934307,-0.819412,-9.554433,-2.081689,-3.153271,-8.496662,-1.589308,-19.371109,-10.236094,-8.788806,-10.831437,-0.311996,-22.235225,-13.117081,-2.995252,0.000000
0.380952,-4.407700,-1.927685,-0.892777,-7.414439,-5.551789,-1.265966,-4.351845,-5.384312,-9.031279,-1.014529,-3.069064,-4.100443,-2.732851,-7.499480,-5.072949,-6.778350,-3.812654,-1.837897,-4.422093,-4.734336,-5.193537,-0.856834,-0.833701,-12.113831,-1.981120,-2.358101,-8.669094,-2.592228,-11.268613,-4.314375,-0.233668,-15.558609,0.000000,-20.898217,-12.495595,-2.283613,-0.474627
0.396825,-3.691772,-3.008728,-6.594326,-5.564414,-3.294968,-1.064068,-2.822835,-2.236351,-7.712085,-1.890535,-1.211828,-1.191472,-3.247932,-2.134795,-1.589836,-3.593307,-2.280009,-1.358566,-1.418188,-4.266817,-4.121567,-1.183342,-4.466171,-8.507318,-1.465762,-2.592998,-11.596118,-7.351871,-8.131879,-1.504107,0.000000,-4.419876,-0.875998,-15.900184,-5.416393,-1.505805,-1.588772
0.412698,-3.262446,-4.088658,-8.952441,-1.806510,-2.958348,-3.770680,-2.755213,-0.573316,-8.465067,-6.072815,-1.060368,-1.250871,-3.752009,-0.243943,-1.161001,-2.635535,-2.793484,-1.539329,-0.168151,-3.961015,-3.467820,-1.780134,-4.313050,-7.068776,-1.548897,-3.028793,-14.929953,-8.121203,-5.170517,-1.145298,-0.038430,-0.769645,-4.938114,-7.033851,-0.423560,-1.079243,-4.830740
0.428571,-5.761686,-6.231457,-9.369706,-0.203279,-3.355916,-3.816900,-1.438086,0.000000,-4.637442,-6.485374,-1.158842,-0.839883,-3.430117,-0.110040,0.000000,-0.957580,-2.354259,-5.998697,-1.164219,-4.486351,-3.603275,-0.758187,-1.298066,-6.637581,-1.393488,-4.100748,-7.225652,-8.171148,-2.963730,-0.115776,-2.437105,-0.429412,-5.064005,-2.828890,-0.041206,-0.755420,-8.137825
0.444444,-7.578882,-2.599474,-10.241763,0.000000,-0.967067,-1.969004,-2.599429,-1.089256,-2.043489,-5.297869,-1.464635,-0.338927,-2.703271,-0.041208,-0.825862,-1.746470,-2.132529,-5.710861,-2.420422,-5.131013,-3.580056,0.000000,-0.464844,-7.323951,-0.842427,-5.860229,-3.361806,-7.909158,-1.926492,0.000000,-8.066775,0.000000,-6.743105,-0.371482,0.000000,-1.338147,-7.107250
0.460317,-5.154817,-0.354164,-10.019001,-0.563791,-1.737874,-0.190298,-3.292368,-2.333283,-1.780142,-4.616946,-2.640602,-0.715912,-3.065541,0.000000,-2.662243,-1.248738,-1.728814,-5.151530,-3.088503,-4.592848,-1.747631,-0.270042,-0.242654,-7.391660,-0.742412,-6.793684,-2.778682,-6.072469,-2.016487,-1.114755,-9.047526,-3.162416,-7.964722,0.000000,-0.710912,-2.103350,-3.471507
0.476190,-3.466766,0.000000,-10.724044,-3.326183,-1.434046,-0.037373,-1.856061,-4.084361,-0.281058,-3.981006,-6.348888,-1.438845,-3.555140,-0.066399,-2.734774,-1.493151,-1.193175,-3.175711,0.000000,-3.835918,-1.823436,-1.349891,-0.005287,-7.981568,0.000000,-6.725665,0.000000,-5.918605,-3.554816,-1.282894,-8.876871,-3.376235,-11.566338,-1.027704,-6.105231,-0.383824,-1.209760
0.492063,-2.328667,-0.780230,-10.898986,-1.406289,-0.704309,0.000000,-1.071482,-3.450583,-0.571681,-6.040900,-5.302482,-1.433675,-4.041205,-0.113835,-4.992761,-1.110501,-0.085507,-2.250964,-1.232459,0.000000,0.000000,-1.356216,-1.315778,-8.595189,-0.931774,-6.127568,-0.523861,-2.469196,-4.843983,-1.519069,-9.984282,-5.525096,-14.625323,-4.032389,-7.934700,0.000000,-0.578182
0.507937,-1.236547,-4.070732,-10.673781,-0.685017,-1.324421,-1.454339,-1.505030,-3.279215,-2.050686,-7.225097,-5.288106,0.000000,-3.619629,-3.211830,-3.201167,-0.009104,0.000000,-2.137967,-3.243001,-0.003902,-1.736208,-0.907735,-0.361766,-9.591120,-0.120849,-7.339471,-0.547476,-1.472381,-3.389307,-3.118442,-13.002771,-5.108744,-9.841565,-4.756570,-7.304470,-0.453777,-1.148037
0.523810,0.000000,-7.404888,-10.416538,-0.000624,-1.585595,-1.661418,-1.894153,-4.240569,0.000000,-6.815969,-4.569027,-0.150194,-3.516714,-3.303557,-3.151104,0.000000,-0.953323,-3.302745,-3.942634,-0.789821,-2.497738,-1.078047,0.000000,-14.786734,-0.869580,-6.000794,-4.711985,0.000000,0.000000,-2.392820,-11.118442,-2.566851,-6.904749,-6.397232,-8.235087,-0.807536,-3.283731
0.539683,-0.355914,-7.223011,-12.454143,-0.191231,0.000000,-0.069751,-2.948760,-2.890469,-1.205208,-6.198872,-3.314497,-1.134191,-2.913585,-3.792387,-3.997158,-0.539764,-0.992753,-7.472403,-2.106159,-4.185068,-6.130160,-1.211468,-0.452965,-13.508441,-2.318077,-3.094276,-6.510009,-1.425119,-0.168781,-1.495778,-6.060066,-2.974665,-4.994274,-6.827902,-8.406419,-6.449538,-5.523082
0.555556,-2.593298,-7.079418,-12.517935,-2.856042,-0.867563,-0.324351,-8.005229,-2.383033,-1.753381,-6.703614,-2.512718,-1.211509,-1.337349,-3.878626,-1.432070,-2.582665,-3.660700,-5.747369,-2.963932,-4.028524,-7.282833,-2.466150,-0.858995,-14.071431,-2.991861,-1.766169,-7.152990,-1.729657,-0.234948,-1.695319,-4.898527,-2.946191,-3.192455,-8.145536,-9.375441,-14.866810,-8.395432
