event_a,event_b,correlation,mean_abs_delta_db
1782608460487_failed_blow_event3_peak7.802s,1782608187004_failed_blow_event1_peak1.100s,0.274461,23.194682
1782608460487_failed_blow_event3_peak7.802s,1782608187004_failed_blow_event2_peak1.558s,0.398504,22.863187
1782608460487_failed_blow_event3_peak7.802s,1782608187004_failed_blow_event3_peak2.068s,0.302266,18.648318
1782608460487_failed_blow_event3_peak7.802s,1782608187004_failed_blow_event4_peak2.942s,0.329533,26.140186
1782608460487_failed_blow_event3_peak7.802s,1782608191941_failed_blow_event1_peak9.470s,0.613970,28.422007
1782608460487_failed_blow_event3_peak7.802s,1782608203595_failed_blow_event1_peak0.995s,-0.578371,24.002282
1782608460487_failed_blow_event3_peak7.802s,1782608212532_failed_blow_event1_peak0.879s,0.399271,17.009000
1782608460487_failed_blow_event3_peak7.802s,1782608212532_failed_blow_event2_peak2.243s,0.355722,16.858664
1782608460487_failed_blow_event3_peak7.802s,1782608212532_failed_blow_event3_peak3.127s,0.485078,19.519681
1782608460487_failed_blow_event3_peak7.802s,1782608212532_failed_blow_event4_peak3.438s,0.593179,17.561251
1782608460487_failed_blow_event3_peak7.802s,1782608212532_failed_blow_event5_peak4.624s,0.577360,21.051942
1782608460487_failed_blow_event3_peak7.802s,1782608212532_failed_blow_event6_peak5.691s,0.568130,14.693379
1782608460487_failed_blow_event3_peak7.802s,1782608212532_failed_blow_event7_peak7.187s,0.737320,13.944327
1782608460487_failed_blow_event3_peak7.802s,1782608212532_failed_blow_event8_peak8.017s,0.800585,12.233150
1782608460487_failed_blow_event3_peak7.802s,1782608683432_failed_blow_event1_peak0.850s,0.654079,16.247266
1782608469432_failed_blow_event1_peak1.335s,1782608469432_failed_blow_event2_peak3.676s,0.697356,11.519476
1782608469432_failed_blow_event1_peak1.335s,1782608469432_failed_blow_event3_peak6.212s,-0.412241,17.256312
1782608469432_failed_blow_event1_peak1.335s,1782608469432_failed_blow_event4_peak8.373s,-0.207838,15.459953
1782608469432_failed_blow_event1_peak1.335s,1782608469432_failed_blow_event5_peak9.854s,-0.560535,17.906489
1782608469432_failed_blow_event1_peak1.335s,1782608469432_failed_blow_event6_peak11.059s,-0.352568,17.532780
1782608469432_failed_blow_event1_peak1.335s,1782608144876_failed_blow_event1_peak1.226s,0.507151,11.653772
1782608469432_failed_blow_event1_peak1.335s,1782608147589_failed_blow_event1_peak1.373s,0.743193,8.501054
1782608469432_failed_blow_event1_peak1.335s,1782608150662_failed_blow_event1_peak1.433s,0.495735,12.681179
1782608469432_failed_blow_event1_peak1.335s,1782608150662_failed_blow_event2_peak2.805s,0.668934,9.531221
1782608469432_failed_blow_event1_peak1.335s,1782608150662_failed_blow_event3_peak4.547s,0.479674,11.239310
1782608469432_failed_blow_event1_peak1.335s,1782608150662_failed_blow_event4_peak7.191s,-0.460144,19.783272
1782608469432_failed_blow_event1_peak1.335s,1782608160173_failed_blow_event1_peak1.211s,-0.076390,16.028930
1782608469432_failed_blow_event1_peak1.335s,1782608163117_failed_blow_event1_peak2.418s,-0.067937,14.322221
1782608469432_failed_blow_event1_peak1.335s,1782608163117_failed_blow_event2_peak3.891s,-0.257674,14.705934
1782608469432_failed_blow_event1_peak1.335s,1782608163117_failed_blow_event3_peak5.526s,0.385300,17.930586
1782608469432_failed_blow_event1_peak1.335s,1782608178054_failed_blow_event1_peak4.359s,0.299638,19.764723
1782608469432_failed_blow_event1_peak1.335s,1782608178054_failed_blow_event2_peak5.668s,0.336573,13.727766
1782608469432_failed_blow_event1_peak1.335s,1782608187004_failed_blow_event1_peak1.100s,0.307289,15.299140
1782608469432_failed_blow_event1_peak1.335s,1782608187004_failed_blow_event2_peak1.558s,0.516440,13.413146
1782608469432_failed_blow_event1_peak1.335s,1782608187004_failed_blow_event3_peak2.068s,0.407008,12.890575
1782608469432_failed_blow_event1_peak1.335s,1782608187004_failed_blow_event4_peak2.942s,0.419197,16.613106
1782608469432_failed_blow_event1_peak1.335s,1782608191941_failed_blow_event1_peak9.470s,0.504085,18.929136
1782608469432_failed_blow_event1_peak1.335s,1782608203595_failed_blow_event1_peak0.995s,-0.504527,17.466552
1782608469432_failed_blow_event1_peak1.335s,1782608212532_failed_blow_event1_peak0.879s,0.458349,11.372302
1782608469432_failed_blow_event1_peak1.335s,1782608212532_failed_blow_event2_peak2.243s,0.394107,11.970118
1782608469432_failed_blow_event1_peak1.335s,1782608212532_failed_blow_event3_peak3.127s,0.426183,19.069385
1782608469432_failed_blow_event1_peak1.335s,1782608212532_failed_blow_event4_peak3.438s,0.653343,9.709127
1782608469432_failed_blow_event1_peak1.335s,1782608212532_failed_blow_event5_peak4.624s,0.691044,11.452109
1782608469432_failed_blow_event1_peak1.335s,1782608212532_failed_blow_event6_peak5.691s,0.501884,10.352232
1782608469432_failed_blow_event1_peak1.335s,1782608212532_failed_blow_event7_peak7.187s,0.719113,9.417991
1782608469432_failed_blow_event1_peak1.335s,1782608212532_failed_blow_event8_peak8.017s,0.697754,8.979670
1782608469432_failed_blow_event1_peak1.335s,1782608683432_failed_blow_event1_peak0.850s,0.544459,17.648688
1782608469432_failed_blow_event2_peak3.676s,1782608469432_failed_blow_event3_peak6.212s,-0.348166,21.368640
1782608469432_failed_blow_event2_peak3.676s,1782608469432_failed_blow_event4_peak8.373s,-0.304701,19.983799
1782608469432_failed_blow_event2_peak3.676s,1782608469432_failed_blow_event5_peak9.854s,-0.466584,21.741286
1782608469432_failed_blow_event2_peak3.676s,1782608469432_failed_blow_event6_peak11.059s,-0.416897,22.091285
1782608469432_failed_blow_event2_peak3.676s,1782608144876_failed_blow_event1_peak1.226s,0.514040,15.136693
1782608469432_failed_blow_event2_peak3.676s,1782608147589_failed_blow_event1_peak1.373s,0.683414,10.221852
1782608469432_failed_blow_event2_peak3.676s,1782608150662_failed_blow_event1_peak1.433s,0.234248,14.870853
1782608469432_failed_blow_event2_peak3.676s,1782608150662_failed_blow_event2_peak2.805s,0.490532,14.027395
1782608469432_failed_blow_event2_peak3.676s,1782608150662_failed_blow_event3_peak4.547s,0.276361,15.358647
1782608469432_failed_blow_event2_peak3.676s,1782608150662_failed_blow_event4_peak7.191s,-0.313955,21.097521
1782608469432_failed_blow_event2_peak3.676s,1782608160173_failed_blow_event1_peak1.211s,-0.143158,23.479205
1782608469432_failed_blow_event2_peak3.676s,1782608163117_failed_blow_event1_peak2.418s,0.076174,16.090669
1782608469432_failed_blow_event2_peak3.676s,1782608163117_failed_blow_event2_peak3.891s,-0.048811,18.579807
1782608469432_failed_blow_event2_peak3.676s,1782608163117_failed_blow_event3_peak5.526s,0.337250,24.899139
1782608469432_failed_blow_event2_peak3.676s,1782608178054_failed_blow_event1_peak4.359s,0.311792,26.082388
1782608469432_failed_blow_event2_peak3.676s,1782608178054_failed_blow_event2_peak5.668s,0.376619,18.139334
1782608469432_failed_blow_event2_peak3.676s,1782608187004_failed_blow_event1_peak1.100s,0.274771,21.193506
1782608469432_failed_blow_event2_peak3.676s,1782608187004_failed_blow_event2_peak1.558s,0.354142,20.397325
1782608469432_failed_blow_event2_peak3.676s,1782608187004_failed_blow_event3_peak2.068s,0.392623,15.611652
1782608469432_failed_blow_event2_peak3.676s,1782608187004_failed_blow_event4_peak2.942s,0.260661,23.965759
1782608469432_failed_blow_event2_peak3.676s,1782608191941_failed_blow_event1_peak9.470s,0.234384,26.592821
1782608469432_failed_blow_event2_peak3.676s,1782608203595_failed_blow_event1_peak0.995s,-0.385011,21.012719
1782608469432_failed_blow_event2_peak3.676s,1782608212532_failed_blow_event1_peak0.879s,0.491662,12.308818
1782608469432_failed_blow_event2_peak3.676s,1782608212532_failed_blow_event2_peak2.243s,0.328528,14.000960
1782608469432_failed_blow_event2_peak3.676s,1782608212532_failed_blow_event3_peak3.127s,0.077513,22.075394
1782608469432_failed_blow_event2_peak3.676s,1782608212532_failed_blow_event4_peak3.438s,0.661244,15.846763
1782608469432_failed_blow_event2_peak3.676s,1782608212532_failed_blow_event5_peak4.624s,0.494941,19.161387
1782608469432_failed_blow_event2_peak3.676s,1782608212532_failed_blow_event6_peak5.691s,0.325191,14.808042
1782608469432_failed_blow_event2_peak3.676s,1782608212532_failed_blow_event7_peak7.187s,0.669062,13.921385
1782608469432_failed_blow_event2_peak3.676s,1782608212532_failed_blow_event8_peak8.017s,0.536018,13.604878
1782608469432_failed_blow_event2_peak3.676s,1782608683432_failed_blow_event1_peak0.850s,0.246156,20.750933
1782608469432_failed_blow_event3_peak6.212s,1782608469432_failed_blow_event4_peak8.373s,0.418693,7.664243
1782608469432_failed_blow_event3_peak6.212s,1782608469432_failed_blow_event5_peak9.854s,0.689260,6.140503
1782608469432_failed_blow_event3_peak6.212s,1782608469432_failed_blow_event6_peak11.059s,0.637055,6.677281
1782608469432_failed_blow_event3_peak6.212s,1782608144876_failed_blow_event1_peak1.226s,-0.608789,15.935672
1782608469432_failed_blow_event3_peak6.212s,1782608147589_failed_blow_event1_peak1.373s,-0.218707,17.456395
1782608469432_failed_blow_event3_peak6.212s,1782608150662_failed_blow_event1_peak1.433s,-0.304898,20.338289
1782608469432_failed_blow_event3_peak6.212s,1782608150662_failed_blow_event2_peak2.805s,-0.638734,18.524843
1782608469432_failed_blow_event3_peak6.212s,1782608150662_failed_blow_event3_peak4.547s,-0.189415,15.799030
1782608469432_failed_blow_event3_peak6.212s,1782608150662_failed_blow_event4_peak7.191s,0.662313,9.553028
1782608469432_failed_blow_event3_peak6.212s,1782608160173_failed_blow_event1_peak1.211s,0.256507,10.575176
1782608469432_failed_blow_event3_peak6.212s,1782608163117_failed_blow_event1_peak2.418s,0.372293,10.578638
1782608469432_failed_blow_event3_peak6.212s,1782608163117_failed_blow_event2_peak3.891s,0.499895,7.787082
1782608469432_failed_blow_event3_peak6.212s,1782608163117_failed_blow_event3_peak5.526s,-0.145388,14.020322
1782608469432_failed_blow_event3_peak6.212s,1782608178054_failed_blow_event1_peak4.359s,-0.148931,14.567584
1782608469432_failed_blow_event3_peak6.212s,1782608178054_failed_blow_event2_peak5.668s,-0.126735,14.054480
1782608469432_failed_blow_event3_peak6.212s,1782608187004_failed_blow_event1_peak1.100s,-0.209727,12.763334
1782608469432_failed_blow_event3_peak6.212s,1782608187004_failed_blow_event2_peak1.558s,-0.235119,13.713863
1782608469432_failed_blow_event3_peak6.212s,1782608187004_failed_blow_event3_peak2.068s,-0.127884,14.426312
1782608469432_failed_blow_event3_peak6.212s,1782608187004_failed_blow_event4_peak2.942s,0.002939,14.112490
1782608469432_failed_blow_event3_peak6.212s,1782608191941_failed_blow_event1_peak9.470s,-0.621827,17.801812
1782608469432_failed_blow_event3_peak6.212s,1782608203595_failed_blow_event1_peak0.995s,0.662239,6.884140
1782608469432_failed_blow_event3_peak6.212s,1782608212532_failed_blow_event1_peak0.879s,-0.186874,17.708533
1782608469432_failed_blow_event3_peak6.212s,1782608212532_failed_blow_event2_peak2.243s,-0.133602,15.377828
1782608469432_failed_blow_event3_peak6.212s,1782608212532_failed_blow_event3_peak3.127s,-0.468700,27.953978
1782608469432_failed_blow_event3_peak6.212s,1782608212532_failed_blow_event4_peak3.438s,-0.270846,14.472914
1782608469432_failed_blow_event3_peak6.212s,1782608212532_failed_blow_event5_peak4.624s,-0.324551,14.963655
1782608469432_failed_blow_event3_peak6.212s,1782608212532_failed_blow_event6_peak5.691s,-0.360889,16.447124
1782608469432_failed_blow_event3_peak6.212s,1782608212532_failed_blow_event7_peak7.187s,-0.309233,17.782942
1782608469432_failed_blow_event3_peak6.212s,1782608212532_failed_blow_event8_peak8.017s,-0.540147,18.236384
1782608469432_failed_blow_event3_peak6.212s,1782608683432_failed_blow_event1_peak0.850s,-0.590872,27.298804
1782608469432_failed_blow_event4_peak8.373s,1782608469432_failed_blow_event5_peak9.854s,0.448817,6.939553
1782608469432_failed_blow_event4_peak8.373s,1782608469432_failed_blow_event6_peak11.059s,0.469761,6.795152
1782608469432_failed_blow_event4_peak8.373s,1782608144876_failed_blow_event1_peak1.226s,-0.377393,13.522413
1782608469432_failed_blow_event4_peak8.373s,1782608147589_failed_blow_event1_peak1.373s,-0.056393,15.396331
1782608469432_failed_blow_event4_peak8.373s,1782608150662_failed_blow_event1_peak1.433s,-0.013463,17.691989
1782608469432_failed_blow_event4_peak8.373s,1782608150662_failed_blow_event2_peak2.805s,-0.257626,14.878642
1782608469432_failed_blow_event4_peak8.373s,1782608150662_failed_blow_event3_peak4.547s,0.149760,13.884346
1782608469432_failed_blow_event4_peak8.373s,1782608150662_failed_blow_event4_peak7.191s,0.394010,11.335223
1782608469432_failed_blow_event4_peak8.373s,1782608160173_failed_blow_event1_peak1.211s,0.398995,9.120354
1782608469432_failed_blow_event4_peak8.373s,1782608163117_failed_blow_event1_peak2.418s,0.238083,10.668103
1782608469432_failed_blow_event4_peak8.373s,1782608163117_failed_blow_event2_peak3.891s,0.333848,7.729570
1782608469432_failed_blow_event4_peak8.373s,1782608163117_failed_blow_event3_peak5.526s,-0.167933,11.888406
1782608469432_failed_blow_event4_peak8.373s,1782608178054_failed_blow_event1_peak4.359s,-0.122657,13.427558
1782608469432_failed_blow_event4_peak8.373s,1782608178054_failed_blow_event2_peak5.668s,-0.146292,13.569466
1782608469432_failed_blow_event4_peak8.373s,1782608187004_failed_blow_event1_peak1.100s,0.056211,10.644678
1782608469432_failed_blow_event4_peak8.373s,1782608187004_failed_blow_event2_peak1.558s,0.073089,10.977762
1782608469432_failed_blow_event4_peak8.373s,1782608187004_failed_blow_event3_peak2.068s,-0.109815,13.949952
1782608469432_failed_blow_event4_peak8.373s,1782608187004_failed_blow_event4_peak2.942s,-0.114481,12.713052
1782608469432_failed_blow_event4_peak8.373s,1782608191941_failed_blow_event1_peak9.470s,-0.232778,13.905074
1782608469432_failed_blow_event4_peak8.373s,1782608203595_failed_blow_event1_peak0.995s,0.385098,8.904348
1782608469432_failed_blow_event4_peak8.373s,1782608212532_failed_blow_event1_peak0.879s,-0.371635,16.966487
1782608469432_failed_blow_event4_peak8.373s,1782608212532_failed_blow_event2_peak2.243s,-0.136601,14.343216
1782608469432_failed_blow_event4_peak8.373s,1782608212532_failed_blow_event3_peak3.127s,-0.165665,24.514345
1782608469432_failed_blow_event4_peak8.373s,1782608212532_failed_blow_event4_peak3.438s,-0.084595,12.433769
1782608469432_failed_blow_event4_peak8.373s,1782608212532_failed_blow_event5_peak4.624s,-0.116289,12.105832
1782608469432_failed_blow_event4_peak8.373s,1782608212532_failed_blow_event6_peak5.691s,-0.209204,15.314761
1782608469432_failed_blow_event4_peak8.373s,1782608212532_failed_blow_event7_peak7.187s,-0.064015,16.339552
1782608469432_failed_blow_event4_peak8.373s,1782608212532_failed_blow_event8_peak8.017s,-0.168739,16.324667
1782608469432_failed_blow_event4_peak8.373s,1782608683432_failed_blow_event1_peak0.850s,-0.138511,23.281678
1782608469432_failed_blow_event5_peak9.854s,1782608469432_failed_blow_event6_peak11.059s,0.543470,6.802664
1782608469432_failed_blow_event5_peak9.854s,1782608144876_failed_blow_event1_peak1.226s,-0.588849,15.018916
1782608469432_failed_blow_event5_peak9.854s,1782608147589_failed_blow_event1_peak1.373s,-0.386249,17.397484
1782608469432_failed_blow_event5_peak9.854s,1782608150662_failed_blow_event1_peak1.433s,-0.329399,19.857290
1782608469432_failed_blow_event5_peak9.854s,1782608150662_failed_blow_event2_peak2.805s,-0.549149,17.263844
1782608469432_failed_blow_event5_peak9.854s,1782608150662_failed_blow_event3_peak4.547s,-0.182689,16.319984
1782608469432_failed_blow_event5_peak9.854s,1782608150662_failed_blow_event4_peak7.191s,0.668507,9.582753
1782608469432_failed_blow_event5_peak9.854s,1782608160173_failed_blow_event1_peak1.211s,0.278116,9.912037
1782608469432_failed_blow_event5_peak9.854s,1782608163117_failed_blow_event1_peak2.418s,0.229583,11.720663
1782608469432_failed_blow_event5_peak9.854s,1782608163117_failed_blow_event2_peak3.891s,0.432762,7.575153
1782608469432_failed_blow_event5_peak9.854s,1782608163117_failed_blow_event3_peak5.526s,-0.207579,12.307992
1782608469432_failed_blow_event5_peak9.854s,1782608178054_failed_blow_event1_peak4.359s,-0.272697,13.926257
1782608469432_failed_blow_event5_peak9.854s,1782608178054_failed_blow_event2_peak5.668s,-0.207068,14.550012
1782608469432_failed_blow_event5_peak9.854s,1782608187004_failed_blow_event1_peak1.100s,-0.187956,11.168844
1782608469432_failed_blow_event5_peak9.854s,1782608187004_failed_blow_event2_peak1.558s,-0.299262,12.664409
1782608469432_failed_blow_event5_peak9.854s,1782608187004_failed_blow_event3_peak2.068s,-0.251724,15.083222
1782608469432_failed_blow_event5_peak9.854s,1782608187004_failed_blow_event4_peak2.942s,-0.148830,13.284884
1782608469432_failed_blow_event5_peak9.854s,1782608191941_failed_blow_event1_peak9.470s,-0.487756,15.576687
1782608469432_failed_blow_event5_peak9.854s,1782608203595_failed_blow_event1_peak0.995s,0.580152,7.406873
1782608469432_failed_blow_event5_peak9.854s,1782608212532_failed_blow_event1_peak0.879s,-0.346912,18.532995
1782608469432_failed_blow_event5_peak9.854s,1782608212532_failed_blow_event2_peak2.243s,-0.198791,16.114656
1782608469432_failed_blow_event5_peak9.854s,1782608212532_failed_blow_event3_peak3.127s,-0.350708,26.286138
1782608469432_failed_blow_event5_peak9.854s,1782608212532_failed_blow_event4_peak3.438s,-0.489470,14.833215
1782608469432_failed_blow_event5_peak9.854s,1782608212532_failed_blow_event5_peak4.624s,-0.448744,14.571701
1782608469432_failed_blow_event5_peak9.854s,1782608212532_failed_blow_event6_peak5.691s,-0.468542,17.082274
1782608469432_failed_blow_event5_peak9.854s,1782608212532_failed_blow_event7_peak7.187s,-0.389165,18.258628
1782608469432_failed_blow_event5_peak9.854s,1782608212532_failed_blow_event8_peak8.017s,-0.605197,18.662383
1782608469432_failed_blow_event5_peak9.854s,1782608683432_failed_blow_event1_peak0.850s,-0.470119,25.317888
1782608469432_failed_blow_event6_peak11.059s,1782608144876_failed_blow_event1_peak1.226s,-0.344974,14.351370
1782608469432_failed_blow_event6_peak11.059s,1782608147589_failed_blow_event1_peak1.373s,-0.338823,18.066141
1782608469432_failed_blow_event6_peak11.059s,1782608150662_failed_blow_event1_peak1.433s,-0.085303,20.630313
1782608469432_failed_blow_event6_peak11.059s,1782608150662_failed_blow_event2_peak2.805s,-0.466844,17.122787
1782608469432_failed_blow_event6_peak11.059s,1782608150662_failed_blow_event3_peak4.547s,0.010738,15.950202
1782608469432_failed_blow_event6_peak11.059s,1782608150662_failed_blow_event4_peak7.191s,0.357395,12.100809
1782608469432_failed_blow_event6_peak11.059s,1782608160173_failed_blow_event1_peak1.211s,0.268802,9.493210
1782608469432_failed_blow_event6_peak11.059s,1782608163117_failed_blow_event1_peak2.418s,0.175636,12.150437
1782608469432_failed_blow_event6_peak11.059s,1782608163117_failed_blow_event2_peak3.891s,0.152360,9.234293
1782608469432_failed_blow_event6_peak11.059s,1782608163117_failed_blow_event3_peak5.526s,-0.222288,11.455056
1782608469432_failed_blow_event6_peak11.059s,1782608178054_failed_blow_event1_peak4.359s,-0.144335,11.275515
1782608469432_failed_blow_event6_peak11.059s,1782608178054_failed_blow_event2_peak5.668s,-0.365804,15.201769
1782608469432_failed_blow_event6_peak11.059s,1782608187004_failed_blow_event1_peak1.100s,-0.204173,11.456621
1782608469432_failed_blow_event6_peak11.059s,1782608187004_failed_blow_event2_peak1.558s,-0.155751,12.138078
1782608469432_failed_blow_event6_peak11.059s,1782608187004_failed_blow_event3_peak2.068s,-0.304473,16.190942
1782608469432_failed_blow_event6_peak11.059s,1782608187004_failed_blow_event4_peak2.942s,-0.122545,12.607833
1782608469432_failed_blow_event6_peak11.059s,1782608191941_failed_blow_event1_peak9.470s,-0.256006,13.930822
1782608469432_failed_blow_event6_peak11.059s,1782608203595_failed_blow_event1_peak0.995s,0.503686,8.350087
1782608469432_failed_blow_event6_peak11.059s,1782608212532_failed_blow_event1_peak0.879s,-0.320206,19.026892
1782608469432_failed_blow_event6_peak11.059s,1782608212532_failed_blow_event2_peak2.243s,-0.225821,16.720749
1782608469432_failed_blow_event6_peak11.059s,1782608212532_failed_blow_event3_peak3.127s,-0.129796,25.784894
1782608469432_failed_blow_event6_peak11.059s,1782608212532_failed_blow_event4_peak3.438s,-0.285105,14.121111
1782608469432_failed_blow_event6_peak11.059s,1782608212532_failed_blow_event5_peak4.624s,-0.234640,13.427980
1782608469432_failed_blow_event6_peak11.059s,1782608212532_failed_blow_event6_peak5.691s,-0.259410,16.548045
1782608469432_failed_blow_event6_peak11.059s,1782608212532_failed_blow_event7_peak7.187s,-0.258079,17.187491
1782608469432_failed_blow_event6_peak11.059s,1782608212532_failed_blow_event8_peak8.017s,-0.284037,17.435589
1782608469432_failed_blow_event6_peak11.059s,1782608683432_failed_blow_event1_peak0.850s,-0.180913,24.136964
1782608144876_failed_blow_event1_peak1.226s,1782608147589_failed_blow_event1_peak1.373s,0.380811,12.576634
1782608144876_failed_blow_event1_peak1.226s,1782608150662_failed_blow_event1_peak1.433s,0.531807,14.622249
1782608144876_failed_blow_event1_peak1.226s,1782608150662_failed_blow_event2_peak2.805s,0.585912,10.966209
1782608144876_failed_blow_event1_peak1.226s,1782608150662_failed_blow_event3_peak4.547s,0.382290,12.228817
1782608144876_failed_blow_event1_peak1.226s,1782608150662_failed_blow_event4_peak7.191s,-0.529819,19.703798
1782608144876_failed_blow_event1_peak1.226s,1782608160173_failed_blow_event1_peak1.211s,-0.201231,14.331118
1782608144876_failed_blow_event1_peak1.226s,1782608163117_failed_blow_event1_peak2.418s,-0.197802,14.869348
1782608144876_failed_blow_event1_peak1.226s,1782608163117_failed_blow_event2_peak3.891s,-0.448948,14.895948
1782608144876_failed_blow_event1_peak1.226s,1782608163117_failed_blow_event3_peak5.526s,0.209497,13.102349
1782608144876_failed_blow_event1_peak1.226s,1782608178054_failed_blow_event1_peak4.359s,0.220672,15.313043
1782608144876_failed_blow_event1_peak1.226s,1782608178054_failed_blow_event2_peak5.668s,0.040521,14.417925
1782608144876_failed_blow_event1_peak1.226s,1782608187004_failed_blow_event1_peak1.100s,0.303549,11.346346
1782608144876_failed_blow_event1_peak1.226s,1782608187004_failed_blow_event2_peak1.558s,0.396813,10.580755
1782608144876_failed_blow_event1_peak1.226s,1782608187004_failed_blow_event3_peak2.068s,0.090500,15.188553
1782608144876_failed_blow_event1_peak1.226s,1782608187004_failed_blow_event4_peak2.942s,0.142309,13.642417
1782608144876_failed_blow_event1_peak1.226s,1782608191941_failed_blow_event1_peak9.470s,0.508634,14.387815
1782608144876_failed_blow_event1_peak1.226s,1782608203595_failed_blow_event1_peak0.995s,-0.544072,16.308973
1782608144876_failed_blow_event1_peak1.226s,1782608212532_failed_blow_event1_peak0.879s,0.381248,13.192344
1782608144876_failed_blow_event1_peak1.226s,1782608212532_failed_blow_event2_peak2.243s,0.210544,12.620769
1782608144876_failed_blow_event1_peak1.226s,1782608212532_failed_blow_event3_peak3.127s,0.525739,18.426418
1782608144876_failed_blow_event1_peak1.226s,1782608212532_failed_blow_event4_peak3.438s,0.461195,9.729711
1782608144876_failed_blow_event1_peak1.226s,1782608212532_failed_blow_event5_peak4.624s,0.436279,10.289795
1782608144876_failed_blow_event1_peak1.226s,1782608212532_failed_blow_event6_peak5.691s,0.422638,11.345146
1782608144876_failed_blow_event1_peak1.226s,1782608212532_failed_blow_event7_peak7.187s,0.501956,10.763164
1782608144876_failed_blow_event1_peak1.226s,1782608212532_failed_blow_event8_peak8.017s,0.597178,11.469464
1782608144876_failed_blow_event1_peak1.226s,1782608683432_failed_blow_event1_peak0.850s,0.571152,17.703990
1782608147589_failed_blow_event1_peak1.373s,1782608150662_failed_blow_event1_peak1.433s,0.457609,12.547900
1782608147589_failed_blow_event1_peak1.373s,1782608150662_failed_blow_event2_peak2.805s,0.516317,12.108704
1782608147589_failed_blow_event1_peak1.373s,1782608150662_failed_blow_event3_peak4.547s,0.481883,11.452363
1782608147589_failed_blow_event1_peak1.373s,1782608150662_failed_blow_event4_peak7.191s,-0.088032,17.682704
1782608147589_failed_blow_event1_peak1.373s,1782608160173_failed_blow_event1_peak1.211s,0.180372,16.817324
1782608147589_failed_blow_event1_peak1.373s,1782608163117_failed_blow_event1_peak2.418s,0.331168,12.630000
1782608147589_failed_blow_event1_peak1.373s,1782608163117_failed_blow_event2_peak3.891s,0.114956,14.838582
1782608147589_failed_blow_event1_peak1.373s,1782608163117_failed_blow_event3_peak5.526s,0.357053,19.876091
1782608147589_failed_blow_event1_peak1.373s,1782608178054_failed_blow_event1_peak4.359s,0.271747,20.911579
1782608147589_failed_blow_event1_peak1.373s,1782608178054_failed_blow_event2_peak5.668s,0.479107,13.608435
1782608147589_failed_blow_event1_peak1.373s,1782608187004_failed_blow_event1_peak1.100s,0.465037,15.884244
1782608147589_failed_blow_event1_peak1.373s,1782608187004_failed_blow_event2_peak1.558s,0.546906,14.988764
1782608147589_failed_blow_event1_peak1.373s,1782608187004_failed_blow_event3_peak2.068s,0.433333,13.492976
1782608147589_failed_blow_event1_peak1.373s,1782608187004_failed_blow_event4_peak2.942s,0.327820,18.970383
1782608147589_failed_blow_event1_peak1.373s,1782608191941_failed_blow_event1_peak9.470s,0.184879,21.112168
1782608147589_failed_blow_event1_peak1.373s,1782608203595_failed_blow_event1_peak0.995s,-0.247804,17.794914
1782608147589_failed_blow_event1_peak1.373s,1782608212532_failed_blow_event1_peak0.879s,0.466377,10.262442
1782608147589_failed_blow_event1_peak1.373s,1782608212532_failed_blow_event2_peak2.243s,0.545200,10.188051
1782608147589_failed_blow_event1_peak1.373s,1782608212532_failed_blow_event3_peak3.127s,0.190420,22.421898
1782608147589_failed_blow_event1_peak1.373s,1782608212532_failed_blow_event4_peak3.438s,0.781184,10.339687
1782608147589_failed_blow_event1_peak1.373s,1782608212532_failed_blow_event5_peak4.624s,0.607931,13.487856
1782608147589_failed_blow_event1_peak1.373s,1782608212532_failed_blow_event6_peak5.691s,0.533038,11.653453
1782608147589_failed_blow_event1_peak1.373s,1782608212532_failed_blow_event7_peak7.187s,0.792091,8.703455
1782608147589_failed_blow_event1_peak1.373s,1782608212532_failed_blow_event8_peak8.017s,0.596950,10.796966
1782608147589_failed_blow_event1_peak1.373s,1782608683432_failed_blow_event1_peak0.850s,0.241220,20.684792
1782608150662_failed_blow_event1_peak1.433s,1782608150662_failed_blow_event2_peak2.805s,0.540281,12.951357
1782608150662_failed_blow_event1_peak1.433s,1782608150662_failed_blow_event3_peak4.547s,0.619917,11.690920
1782608150662_failed_blow_event1_peak1.433s,1782608150662_failed_blow_event4_peak7.191s,-0.350530,22.229347
1782608150662_failed_blow_event1_peak1.433s,1782608160173_failed_blow_event1_peak1.211s,0.034086,20.339450
1782608150662_failed_blow_event1_peak1.433s,1782608163117_failed_blow_event1_peak2.418s,-0.045178,17.603552
1782608150662_failed_blow_event1_peak1.433s,1782608163117_failed_blow_event2_peak3.891s,-0.240147,19.579782
1782608150662_failed_blow_event1_peak1.433s,1782608163117_failed_blow_event3_peak5.526s,0.197366,23.859615
1782608150662_failed_blow_event1_peak1.433s,1782608178054_failed_blow_event1_peak4.359s,0.283481,25.252013
1782608150662_failed_blow_event1_peak1.433s,1782608178054_failed_blow_event2_peak5.668s,0.088847,20.115205
1782608150662_failed_blow_event1_peak1.433s,1782608187004_failed_blow_event1_peak1.100s,0.255269,19.481544
1782608150662_failed_blow_event1_peak1.433s,1782608187004_failed_blow_event2_peak1.558s,0.373189,19.162704
1782608150662_failed_blow_event1_peak1.433s,1782608187004_failed_blow_event3_peak2.068s,0.043295,18.465182
1782608150662_failed_blow_event1_peak1.433s,1782608187004_failed_blow_event4_peak2.942s,0.081456,23.335958
