label,elapsedMillis,frameIndex,sampleRate,triggered,confidence,speechConfidence,noiseFloor,reason,rms,peak,zeroCrossingRate,spectralCentroid,spectralFlatness,frameEnergy,clipping,spectralTemplateScore
"correct-blow",-13,0,16000,false,0.305138,0.000000,0.000600,"candidate: collecting",0.000077,0.000214,0.406250,342.321869,0.310019,0.000002,false,0.346597
"correct-blow",10,1,16000,false,0.313040,0.000000,0.000600,"candidate: collecting",0.000062,0.000183,0.487500,792.223083,0.653199,0.000001,false,0.125495
"correct-blow",24,2,16000,false,0.318730,0.000000,0.000600,"candidate: collecting",0.000060,0.000183,0.418750,837.661987,0.666740,0.000001,false,0.112941
"correct-blow",45,3,16000,false,0.322827,0.000000,0.000600,"candidate: collecting",0.000058,0.000214,0.450000,970.378113,0.625744,0.000001,false,0.133681
"correct-blow",64,4,16000,false,0.247522,0.000000,0.000600,"candidate: too short",0.000061,0.000153,0.496875,1185.235107,0.802969,0.000001,false,0.094118
"correct-blow",86,5,16000,false,0.202968,0.000000,0.000600,"ambient",0.000066,0.000214,0.415625,1122.062256,0.677793,0.000001,false,0.112941
"correct-blow",104,6,16000,false,0.166434,0.000000,0.000600,"ambient",0.000067,0.000183,0.531250,870.341919,0.605539,0.000001,false,0.131765
"correct-blow",128,7,16000,false,0.136476,0.000000,0.000600,"ambient",0.000065,0.000183,0.515625,848.989563,0.554377,0.000001,false,0.112941
"correct-blow",145,8,16000,false,0.111910,0.000000,0.000600,"ambient",0.000365,0.001343,0.300000,1258.971069,0.066593,0.000043,false,0.293459
"correct-blow",164,9,16000,false,0.091766,0.000000,0.000600,"ambient",0.000075,0.000244,0.396875,1046.780884,0.572189,0.000002,false,0.131765
"correct-blow",191,10,16000,false,0.075248,0.000000,0.000600,"ambient",0.000060,0.000214,0.428125,1855.413330,0.582500,0.000001,false,0.167332
"correct-blow",212,11,16000,false,0.061704,0.000000,0.000600,"ambient",0.000066,0.000214,0.496875,3077.726074,0.572900,0.000001,false,0.154340
"correct-blow",224,12,16000,false,0.050597,0.000000,0.000600,"ambient",0.000076,0.000214,0.550000,1002.729492,0.476469,0.000002,false,0.172225
"correct-blow",243,13,16000,false,0.041489,0.000000,0.000600,"ambient",0.000066,0.000183,0.437500,1305.287476,0.655204,0.000001,false,0.131765
"correct-blow",263,14,16000,false,0.034021,0.000000,0.000600,"ambient",0.000068,0.000214,0.525000,1983.865723,0.822661,0.000001,false,0.131765
"correct-blow",283,15,16000,false,0.027898,0.000000,0.000600,"ambient",0.000076,0.000183,0.568750,1702.473511,0.618233,0.000002,false,0.131765
"correct-blow",303,16,16000,false,0.022876,0.000000,0.000600,"ambient",0.000068,0.000183,0.481250,1014.181824,0.546549,0.000001,false,0.168753
"correct-blow",323,17,16000,false,0.018758,0.000000,0.000600,"ambient",0.000130,0.000519,0.384375,1205.122559,0.234985,0.000005,false,0.333122
"correct-blow",343,18,16000,false,0.015382,0.264471,0.000608,"ambient",0.000741,0.003449,0.459375,3003.193848,0.118431,0.000176,false,0.263799
"correct-blow",366,19,16000,false,0.012613,0.000000,0.000600,"ambient",0.000162,0.000671,0.475000,2828.935791,0.527673,0.000008,false,0.168166
"correct-blow",385,20,16000,false,0.010343,0.000000,0.000600,"ambient",0.000130,0.000458,0.384375,2253.274658,0.596832,0.000005,false,0.199516
"correct-blow",403,21,16000,false,0.008481,0.000000,0.000600,"ambient",0.000092,0.000275,0.465625,1162.541260,0.657358,0.000003,false,0.150588
"correct-blow",424,22,16000,false,0.006954,0.000000,0.000600,"ambient",0.000075,0.000214,0.487500,1070.598389,0.601035,0.000002,false,0.112941
"correct-blow",443,23,16000,false,0.005703,0.000000,0.000600,"ambient",0.000070,0.000183,0.512500,961.444824,0.627945,0.000002,false,0.176262
"correct-blow",464,24,16000,false,0.004676,0.000000,0.000600,"ambient",0.000067,0.000244,0.471875,1598.924683,0.591610,0.000001,false,0.131765
"correct-blow",485,25,16000,false,0.003834,0.000000,0.000600,"ambient",0.000069,0.000183,0.493750,1072.136963,0.742679,0.000002,false,0.131765
"correct-blow",507,26,16000,false,0.003144,0.000000,0.000600,"ambient",0.000070,0.000214,0.496875,1301.978394,0.611501,0.000002,false,0.150588
"correct-blow",525,27,16000,false,0.002578,0.000000,0.000600,"ambient",0.000077,0.000244,0.521875,2920.326172,0.602746,0.000002,false,0.203353
"correct-blow",545,28,16000,false,0.002114,0.000000,0.000600,"ambient",0.000070,0.000183,0.550000,1137.534546,0.595981,0.000002,false,0.169412
"correct-blow",567,29,16000,false,0.001734,0.000000,0.000600,"ambient",0.000064,0.000183,0.506250,1406.867554,0.580145,0.000001,false,0.170433
"correct-blow",585,30,16000,false,0.001422,0.000000,0.000600,"ambient",0.000069,0.000183,0.509375,1087.599976,0.659103,0.000002,false,0.131765
"correct-blow",607,31,16000,false,0.001166,0.000000,0.000600,"ambient",0.000068,0.000244,0.540625,1082.605225,0.749047,0.000001,false,0.131765
"correct-blow",626,32,16000,false,0.000956,0.000000,0.000600,"ambient",0.000070,0.000183,0.484375,1662.020264,0.689783,0.000002,false,0.112941
"correct-blow",645,33,16000,false,0.000784,0.000000,0.000600,"ambient",0.000070,0.000183,0.484375,1459.540894,0.664766,0.000002,false,0.112941
"correct-blow",667,34,16000,false,0.000643,0.000000,0.000600,"ambient",0.000071,0.000214,0.456250,1582.760254,0.578492,0.000002,false,0.150588
"correct-blow",685,35,16000,false,0.000527,0.000000,0.000600,"ambient",0.000067,0.000183,0.525000,1586.372314,0.568906,0.000001,false,0.150588
"correct-blow",706,36,16000,false,0.000432,0.000000,0.000600,"ambient",0.000069,0.000214,0.568750,2281.579102,0.685240,0.000002,false,0.112941
"correct-blow",726,37,16000,false,0.000354,0.000000,0.000600,"ambient",0.000061,0.000153,0.418750,1355.928955,0.663041,0.000001,false,0.131765
"correct-blow",745,38,16000,false,0.000291,0.000000,0.000600,"ambient",0.000065,0.000183,0.475000,1457.142944,0.705089,0.000001,false,0.112941
"correct-blow",767,39,16000,false,0.000238,0.000000,0.000600,"ambient",0.000069,0.000244,0.515625,1385.840088,0.730601,0.000002,false,0.150588
"correct-blow",786,40,16000,false,0.000195,0.000000,0.000600,"ambient",0.000066,0.000183,0.468750,2139.637939,0.675477,0.000001,false,0.131765
"correct-blow",808,41,16000,false,0.000160,0.000000,0.000600,"ambient",0.000066,0.000183,0.512500,1216.950806,0.662607,0.000001,false,0.131765
"correct-blow",827,42,16000,false,0.000131,0.000000,0.000600,"ambient",0.000075,0.000214,0.537500,2083.538818,0.793446,0.000002,false,0.131765
