label,elapsedMillis,frameIndex,sampleRate,triggered,confidence,speechConfidence,noiseFloor,reason,rms,peak,zeroCrossingRate,spectralCentroid,spectralFlatness,frameEnergy,clipping,spectralTemplateScore
"speech",0,0,16000,false,0.201601,0.283595,0.000600,"candidate: collecting",0.003586,0.023804,0.818750,4755.177734,0.054684,0.004114,false,0.112941
"speech",21,1,16000,false,0.210854,0.297495,0.000600,"candidate: collecting",0.016354,0.061220,0.778125,6839.575684,0.008351,0.085589,false,0.056471
"speech",35,2,16000,false,0.271742,0.299685,0.000600,"candidate: collecting",0.028053,0.088870,0.884375,7534.501953,0.001049,0.251833,false,0.094118
"speech",54,3,16000,false,0.311453,0.299818,0.000600,"candidate: collecting",0.028708,0.102145,0.884375,7474.956055,0.000605,0.263731,false,0.075294
"speech",72,4,16000,false,0.340722,0.299643,0.000600,"candidate: collecting",0.016893,0.051027,0.843750,7055.179199,0.001189,0.091320,false,0.037647
"speech",93,5,16000,false,0.366652,0.298863,0.000600,"candidate: collecting",0.004885,0.021271,0.768750,6494.671875,0.003789,0.007636,false,0.075294
"speech",120,6,16000,false,0.390254,0.294077,0.000600,"candidate: collecting",0.001606,0.011780,0.731250,7147.805176,0.019744,0.000826,false,0.094118
"speech",132,7,16000,false,0.407247,0.000000,0.000600,"candidate: collecting",0.000219,0.000916,0.678125,5598.401367,0.286968,0.000015,false,0.219426
"speech",152,8,16000,false,0.414000,0.299854,0.000600,"candidate: collecting",0.034770,0.130863,0.881250,7540.340332,0.000485,0.386870,false,0.056471
"speech",171,9,16000,false,0.412772,0.298548,0.000600,"candidate: collecting",0.012327,0.042573,0.818750,7155.031738,0.004841,0.048623,false,0.094118
"speech",190,10,16000,false,0.411596,0.299644,0.000600,"candidate: collecting",0.013858,0.064821,0.834375,7368.105957,0.001187,0.061451,false,0.094118
"speech",212,11,16000,false,0.411249,0.296133,0.000600,"candidate: spectral mismatch",0.002595,0.013031,0.865625,7485.128906,0.012892,0.002155,false,0.266502
"speech",232,12,16000,false,0.411000,0.000000,0.000600,"candidate: spectral mismatch",0.000189,0.000610,0.675000,5681.325195,0.343340,0.000011,false,0.308184
"speech",252,13,16000,false,0.410820,0.000000,0.000600,"candidate: spectral mismatch",0.000047,0.000153,0.393750,820.560791,0.510888,0.000001,false,0.220097
"speech",271,14,16000,false,0.410691,0.000000,0.000600,"candidate: spectral mismatch",0.000048,0.000153,0.325000,1164.260498,0.660153,0.000001,false,0.112941
"speech",292,15,16000,false,0.410598,0.000000,0.000600,"candidate: spectral mismatch",0.000051,0.000153,0.343750,925.809509,0.478434,0.000001,false,0.156061
"speech",317,16,16000,false,0.413781,0.292020,0.000600,"candidate: spectral mismatch",0.003413,0.022187,0.571875,7324.726563,0.026599,0.003728,false,0.141875
"speech",340,17,16000,false,0.418040,0.293932,0.000600,"candidate: spectral mismatch",0.006310,0.032991,0.731250,5137.738770,0.020227,0.012742,false,0.131765
"speech",357,18,16000,false,0.420958,0.293636,0.000600,"candidate: spectral mismatch",0.013302,0.047639,0.740625,5946.026855,0.021213,0.056619,false,0.112941
"speech",375,19,16000,false,0.422141,0.299803,0.000600,"candidate: spectral mismatch",0.014224,0.052797,0.846875,5975.765137,0.000657,0.064740,false,0.094118
"speech",391,20,16000,false,0.422061,0.298031,0.000600,"candidate: spectral mismatch",0.009117,0.053804,0.875000,7011.170898,0.006563,0.026599,false,0.112941
"speech",413,21,16000,false,0.422003,0.000000,0.000600,"candidate: spectral mismatch",0.000497,0.001312,0.818750,6920.686035,0.083333,0.000079,false,0.154991
"speech",432,22,16000,false,0.421962,0.226853,0.000600,"candidate: spectral mismatch",0.001001,0.008301,0.700000,3202.026611,0.243822,0.000321,false,0.112941
"speech",453,23,16000,false,0.421932,0.000000,0.000600,"candidate: spectral mismatch",0.000069,0.000214,0.562500,5807.455566,0.189311,0.000002,false,0.151106
"speech",470,24,16000,false,0.421533,0.299750,0.000600,"candidate: spectral mismatch",0.022490,0.089236,0.859375,7498.330078,0.000832,0.161850,false,0.056471
"speech",496,25,16000,false,0.419333,0.296576,0.000600,"candidate: spectral mismatch",0.012176,0.041292,0.815625,6393.563477,0.011412,0.047444,false,0.112941
"speech",517,26,16000,false,0.418522,0.297227,0.000600,"candidate: spectral mismatch",0.006176,0.020203,0.831250,6392.504395,0.009242,0.012206,false,0.094118
"speech",537,27,16000,false,0.419708,0.290112,0.000600,"candidate: spectral mismatch",0.003556,0.015473,0.812500,6710.331055,0.032959,0.004047,false,0.139724
"speech",554,28,16000,false,0.420562,0.000000,0.000600,"candidate: spectral mismatch",0.000522,0.003021,0.787500,4137.922363,0.410261,0.000087,false,0.213992
"speech",576,29,16000,false,0.421176,0.000000,0.000600,"candidate: spectral mismatch",0.000050,0.000153,0.396875,1705.557373,0.665220,0.000001,false,0.172028
"speech",594,30,16000,false,0.421619,0.000000,0.000600,"candidate: spectral mismatch",0.000048,0.000122,0.371875,929.487854,0.716464,0.000001,false,0.131765
"speech",616,31,16000,false,0.423885,0.293094,0.000600,"candidate: spectral mismatch",0.002435,0.015137,0.550000,7427.361816,0.023022,0.001897,false,0.299658
"speech",635,32,16000,false,0.425853,0.299260,0.000600,"candidate: spectral mismatch",0.012102,0.050691,0.787500,7332.705566,0.002467,0.046870,false,0.112941
"speech",654,33,16000,false,0.426956,0.299523,0.000600,"candidate: spectral mismatch",0.012988,0.049898,0.781250,7476.430176,0.001589,0.053983,false,0.094118
"speech",676,34,16000,false,0.428589,0.285211,0.000600,"candidate: spectral mismatch",0.002453,0.010193,0.800000,5753.409180,0.049295,0.001926,false,0.173154
"speech",693,35,16000,false,0.429620,0.297746,0.000600,"candidate: spectral mismatch",0.005473,0.024323,0.800000,6033.425293,0.007512,0.009587,false,0.112941
"speech",715,36,16000,false,0.429820,0.290584,0.000600,"candidate: spectral mismatch",0.009551,0.036744,0.812500,5872.983887,0.031386,0.029189,false,0.206902
"speech",737,37,16000,false,0.430005,0.295148,0.000600,"candidate: spectral mismatch",0.006863,0.027131,0.840625,5828.311035,0.016174,0.015072,false,0.112941
