label,elapsedMillis,frameIndex,sampleRate,triggered,confidence,speechConfidence,noiseFloor,reason,rms,peak,zeroCrossingRate,spectralCentroid,spectralFlatness,frameEnergy,clipping,spectralTemplateScore
"random-audio",-10,0,16000,false,0.000204,0.000000,0.000600,"ambient",0.000049,0.000153,0.378125,1150.786499,0.665144,0.000001,false,0.112941
"random-audio",8,1,16000,false,0.000167,0.000000,0.000600,"ambient",0.000051,0.000153,0.350000,614.689636,0.461704,0.000001,false,0.166076
"random-audio",29,2,16000,false,0.000137,0.000000,0.000600,"ambient",0.000051,0.000153,0.381250,900.367432,0.708521,0.000001,false,0.112941
"random-audio",52,3,16000,false,0.000112,0.000000,0.000600,"ambient",0.000051,0.000122,0.359375,1128.125732,0.555392,0.000001,false,0.150588
"random-audio",68,4,16000,false,0.000092,0.000000,0.000600,"ambient",0.000051,0.000153,0.409375,1211.922363,0.555941,0.000001,false,0.147812
"random-audio",88,5,16000,false,0.180065,0.254688,0.000600,"candidate: collecting",0.002766,0.021760,0.456250,3266.176270,0.151041,0.002449,false,0.131765
"random-audio",108,6,16000,false,0.190338,0.298875,0.000600,"candidate: collecting",0.020557,0.083712,0.221875,1451.491455,0.003749,0.135228,false,0.018824
"random-audio",129,7,16000,false,0.243464,0.295923,0.000600,"candidate: collecting",0.019160,0.060640,0.328125,2002.230957,0.013590,0.117478,false,0.037647
"random-audio",148,8,16000,false,0.285484,0.294390,0.000600,"candidate: collecting",0.009341,0.040529,0.368750,1819.895020,0.018699,0.027922,false,0.056471
"random-audio",169,9,16000,false,0.315739,0.000000,0.000600,"candidate: collecting",0.000216,0.001221,0.587500,4246.012695,0.351426,0.000015,false,0.339248
"random-audio",188,10,16000,false,0.337522,0.000000,0.000600,"candidate: collecting",0.000054,0.000183,0.340625,878.168884,0.577209,0.000001,false,0.181880
"random-audio",207,11,16000,false,0.359188,0.294276,0.000600,"candidate: collecting",0.002660,0.008881,0.812500,6649.949707,0.019080,0.002264,false,0.168221
"random-audio",235,12,16000,false,0.379158,0.297505,0.000600,"candidate: collecting",0.005228,0.016114,0.881250,7493.910645,0.008316,0.008746,false,0.134908
"random-audio",246,13,16000,false,0.389924,0.298150,0.000600,"candidate: collecting",0.004545,0.014588,0.821875,6411.478516,0.006167,0.006610,false,0.112941
"random-audio",266,14,16000,false,0.395296,0.298993,0.000600,"candidate: collecting",0.006860,0.021180,0.815625,7264.696289,0.003357,0.015059,false,0.094118
"random-audio",286,15,16000,false,0.397142,0.292340,0.000600,"candidate: collecting",0.004952,0.015564,0.871875,7024.339844,0.025534,0.007846,false,0.217985
"random-audio",306,16,16000,false,0.397276,0.297871,0.000600,"candidate: spectral mismatch",0.003463,0.010743,0.862500,7119.172363,0.007096,0.003837,false,0.135622
"random-audio",330,17,16000,false,0.397687,0.299387,0.000600,"candidate: spectral mismatch",0.010937,0.046510,0.859375,7506.784668,0.002043,0.038278,false,0.075294
"random-audio",353,18,16000,false,0.397314,0.292762,0.000600,"candidate: spectral mismatch",0.012745,0.048280,0.781250,5675.656738,0.024128,0.051981,false,0.056471
"random-audio",374,19,16000,false,0.402963,0.298290,0.000600,"candidate: spectral mismatch",0.030074,0.109165,0.450000,4877.631836,0.005700,0.289418,false,0.075294
"random-audio",388,20,16000,false,0.402573,0.299028,0.000600,"candidate: spectral mismatch",0.028828,0.106174,0.540625,3809.183838,0.003239,0.265935,false,0.075294
"random-audio",409,21,16000,false,0.403328,0.295087,0.000601,"candidate: spectral mismatch",0.009347,0.043367,0.809375,5062.371582,0.016378,0.027957,false,0.112941
"random-audio",432,22,16000,false,0.403872,0.281329,0.000601,"candidate: spectral mismatch",0.000752,0.002838,0.806250,7079.756836,0.062237,0.000181,false,0.206837
"random-audio",454,23,16000,false,0.404263,0.000000,0.000600,"candidate: spectral mismatch",0.000093,0.000671,0.425000,1525.833618,0.812111,0.000003,false,0.112941
"random-audio",475,24,16000,false,0.404545,0.000000,0.000600,"candidate: spectral mismatch",0.000050,0.000153,0.371875,1529.209839,0.728256,0.000001,false,0.131765
"random-audio",490,25,16000,false,0.404748,0.000000,0.000600,"candidate: spectral mismatch",0.000062,0.000183,0.415625,1296.436035,0.752008,0.000001,false,0.131765
