source_wav,records\1782605969288_blow-normal\1782605969288_blow-normal.wav
sample_rate_hz,16000
window_size_samples,2048
window_duration_ms,128.0
search_radius_ms,120.0
requested_times_s,2.10000;3.56000;4.75000
peak_times_s,2.11587;3.54844;4.70981

frequency_hz,blow_1_requested_2.10s_peak_2.11587s_dbfs,blow_2_requested_3.56s_peak_3.54844s_dbfs,blow_3_requested_4.75s_peak_4.70981s_dbfs,mean_dbfs
7085.937500,-82.187988,-88.986029,-91.859964,-87.677994
7093.750000,-77.542546,-89.507067,-98.253661,-88.434425
7101.562500,-83.977161,-89.785404,-93.841343,-89.201303
7109.375000,-74.705607,-90.117315,-91.904557,-85.575826
7117.187500,-79.291421,-92.905199,-97.943363,-90.046661
7125.000000,-76.703079,-93.253873,-104.804628,-91.587193
7132.812500,-77.753761,-94.642889,-95.670828,-89.355826
7140.625000,-75.552512,-93.847531,-93.375596,-87.591880
7148.437500,-73.920201,-90.900247,-91.066881,-85.295776
7156.250000,-90.726053,-96.493125,-92.444091,-93.221090
7164.062500,-79.358042,-93.948610,-100.304881,-91.203844
7171.875000,-81.691399,-91.505300,-103.319698,-92.172132
7179.687500,-74.043812,-95.772375,-97.331757,-89.049315
7187.500000,-74.632259,-98.345812,-96.456865,-89.811645
7195.312500,-98.354856,-93.431626,-92.729266,-94.838583
7203.125000,-81.200226,-90.625766,-91.082245,-87.636079
7210.937500,-80.016765,-96.134478,-91.796361,-89.315868
7218.750000,-85.920482,-96.060846,-94.821278,-92.267535
7226.562500,-78.589258,-91.853334,-94.509837,-88.317476
7234.375000,-74.071948,-95.145583,-93.293727,-87.503753
7242.187500,-79.723398,-114.211967,-95.857838,-96.597734
7250.000000,-79.142771,-90.910644,-98.152177,-89.401864
7257.812500,-82.176253,-86.532208,-94.343937,-87.684133
7265.625000,-75.724013,-94.682317,-93.518007,-87.974779
7273.437500,-72.564871,-97.897223,-97.703452,-89.388515
7281.250000,-92.533543,-91.293598,-108.362128,-97.396423
7289.062500,-72.739507,-92.094078,-97.166640,-87.333409
7296.875000,-75.388448,-90.654710,-92.082157,-86.041771
7304.687500,-82.220211,-93.638586,-92.772381,-89.543726
7312.500000,-78.972720,-85.850952,-86.991568,-83.938413
7320.312500,-78.101115,-82.546321,-85.415166,-82.020867
7328.125000,-75.703335,-86.404236,-87.971115,-83.359562
7335.937500,-87.153707,-96.757102,-92.397772,-92.102860
7343.750000,-85.008784,-89.528847,-94.891602,-89.809745
7351.562500,-76.448596,-86.684520,-92.770851,-85.301322
7359.375000,-75.341433,-88.070326,-93.685145,-85.698968
7367.187500,-86.317437,-88.001669,-98.150155,-90.823087
7375.000000,-89.768691,-85.082028,-98.064895,-90.971872
7382.812500,-80.521707,-87.805735,-94.103471,-87.476971
7390.625000,-78.417167,-99.862359,-90.042761,-89.440762
7398.437500,-75.803000,-95.991115,-87.036418,-86.276844
7406.250000,-76.614956,-92.976918,-86.224731,-85.272202
7414.062500,-78.027210,-88.179179,-90.754046,-85.653478
7421.875000,-77.933261,-84.376605,-97.295790,-86.535219
7429.687500,-78.375124,-94.620413,-91.177862,-88.057800
7437.500000,-85.787513,-89.290867,-90.595203,-88.557861
7445.312500,-79.780795,-94.884069,-96.587494,-90.417453
7453.125000,-86.261941,-88.025581,-95.911320,-90.066281
7460.937500,-82.012046,-92.307472,-89.277374,-87.865631
7468.750000,-75.143975,-92.397109,-85.128664,-84.223249
7476.562500,-73.296636,-91.911309,-82.612079,-82.606675
7484.375000,-75.114379,-99.792466,-83.012782,-85.973209
7492.187500,-78.713111,-92.183748,-86.601955,-85.832938
7500.000000,-76.659154,-84.912232,-89.754407,-83.775264
7507.812500,-77.574550,-83.770564,-88.704919,-83.350011
7515.625000,-80.763931,-82.669381,-89.143981,-84.192431
7523.437500,-79.549296,-84.014331,-91.802523,-85.122050
7531.250000,-86.163199,-86.860104,-91.277825,-88.100376
7539.062500,-83.252491,-93.465079,-96.662730,-91.126767
7546.875000,-79.345363,-96.989641,-110.021143,-95.452049
7554.687500,-91.206688,-86.516565,-109.761743,-95.828332
7562.500000,-79.791743,-86.791533,-100.467488,-89.016921
7570.312500,-90.226973,-90.519862,-91.145841,-90.630892
7578.125000,-77.422996,-95.647219,-89.612613,-87.560943
7585.937500,-78.016657,-101.741028,-93.251276,-91.002987
7593.750000,-79.501162,-97.248141,-99.574929,-92.108077
7601.562500,-74.207199,-89.899973,-96.050431,-86.719201
7609.375000,-73.951663,-91.010576,-106.207045,-90.389761
7617.187500,-77.978365,-89.669743,-105.415803,-91.021303
7625.000000,-77.746996,-95.920294,-100.478938,-91.382076
7632.812500,-79.309112,-96.480827,-100.065116,-91.951685
7640.625000,-88.672021,-86.867635,-98.783610,-91.441089
7648.437500,-82.850862,-85.206478,-92.606179,-86.887840
7656.250000,-89.965566,-91.587239,-90.716412,-90.756406
7664.062500,-82.011180,-98.083340,-89.467170,-89.853897
7671.875000,-103.827611,-96.368745,-90.689236,-96.961864
7679.687500,-88.224007,-90.973551,-94.558734,-91.252097
7687.500000,-79.251570,-86.316517,-92.194458,-85.920848
7695.312500,-87.218900,-83.119064,-89.629008,-86.655657
7703.125000,-78.727042,-81.700497,-87.733381,-82.720307
7710.937500,-81.510774,-83.254607,-89.062755,-84.609379
7718.750000,-82.275547,-89.005400,-89.672853,-86.984600
7726.562500,-85.156815,-102.328676,-89.397705,-92.294399
7734.375000,-80.299982,-91.450134,-92.691973,-88.147363
7742.187500,-80.854689,-89.874235,-94.481460,-88.403461
7750.000000,-82.508353,-90.059535,-97.345408,-89.971099
7757.812500,-81.714382,-89.528387,-103.233812,-91.492193
7765.625000,-82.360169,-87.959840,-105.439369,-91.919793
7773.437500,-75.843417,-87.900330,-116.258103,-93.333950
7781.250000,-72.251746,-98.340652,-110.090631,-93.561010
7789.062500,-73.638224,-87.143945,-101.577603,-87.453257
7796.875000,-75.255115,-86.206053,-93.298817,-84.919995
7804.687500,-77.530370,-91.170410,-95.219022,-87.973268
7812.500000,-78.107432,-99.563534,-100.391944,-92.687637
7820.312500,-75.375140,-90.852169,-93.585924,-86.604411
7828.125000,-79.064200,-86.859299,-91.082154,-85.668551
7835.937500,-87.042718,-86.967030,-93.384966,-89.131572
7843.750000,-92.311857,-92.327640,-96.579038,-93.739512
7851.562500,-83.557245,-106.629107,-96.187966,-95.458106
7859.375000,-82.542189,-104.723400,-96.155812,-94.473800
7867.187500,-82.455326,-89.883239,-97.627955,-89.988840
7875.000000,-85.317722,-91.793656,-97.550262,-91.553880
7882.812500,-97.276373,-101.314132,-97.642649,-98.744385
7890.625000,-86.671047,-92.354545,-104.411882,-94.479158
7898.437500,-82.653518,-93.148399,-115.302859,-97.034926
7906.250000,-83.254551,-94.825400,-109.377549,-95.819166
7914.062500,-91.876514,-100.342749,-108.141199,-100.120154
7921.875000,-91.972417,-97.851215,-103.681233,-97.834955
7929.687500,-89.849879,-104.698491,-103.113883,-99.220751
7937.500000,-85.517303,-94.433923,-110.297767,-96.749664
7945.312500,-91.409270,-91.708401,-114.792645,-99.303438
7953.125000,-86.153670,-93.164368,-109.355850,-96.224629
7960.937500,-95.745109,-102.937620,-112.218692,-103.633807
7968.750000,-94.650193,-116.312307,-118.441298,-109.801266
7976.562500,-91.568472,-100.801921,-110.204951,-100.858448
7984.375000,-89.674557,-97.820437,-108.205960,-98.566985
7992.187500,-89.357678,-105.249261,-110.906536,-101.837825
8000.000000,-92.217987,-124.872976,-105.516088,-107.535684
