source_wav,records\1782605969288_blow-normal\1782605969288_blow-normal.wav
sample_rate_hz,16000
window_size_samples,2048
window_duration_ms,128.0
search_radius_ms,120.0
requested_times_s,2.10000;3.56000;4.75000
peak_times_s,2.11587;3.54844;4.70981

frequency_hz,blow_1_requested_2.10s_peak_2.11587s_dbfs,blow_2_requested_3.56s_peak_3.54844s_dbfs,blow_3_requested_4.75s_peak_4.70981s_dbfs,mean_dbfs
3500.000000,-97.202198,-92.624804,-90.209894,-93.345632
3507.812500,-108.623418,-91.383402,-87.987705,-95.998175
3515.625000,-97.358335,-90.003291,-86.708941,-91.356856
3523.437500,-87.183591,-90.568910,-89.080719,-88.944407
3531.250000,-82.030502,-93.746575,-94.618353,-90.131810
3539.062500,-89.351552,-87.242868,-95.354614,-90.649678
3546.875000,-86.395244,-85.352993,-95.322266,-89.023501
3554.687500,-86.376837,-85.141389,-106.396532,-92.638253
3562.500000,-81.894786,-92.817464,-99.774123,-91.495458
3570.312500,-81.607489,-86.705001,-105.634122,-91.315537
3578.125000,-85.163640,-87.096884,-95.281383,-89.180636
3585.937500,-91.641695,-82.559874,-88.820143,-87.673904
3593.750000,-80.426614,-81.454488,-86.695131,-82.858745
3601.562500,-75.929897,-80.727787,-87.620049,-81.425911
3609.375000,-78.116473,-80.714770,-90.266743,-83.032662
3617.187500,-83.078855,-85.967192,-96.980144,-88.675397
3625.000000,-80.848148,-88.742805,-96.088247,-88.559733
3632.812500,-80.521354,-89.518395,-90.330866,-86.790205
3640.625000,-82.141476,-90.778454,-89.260805,-87.393578
3648.437500,-90.737936,-95.287582,-89.589382,-91.871633
3656.250000,-92.259795,-97.207540,-91.228023,-93.565119
3664.062500,-89.764714,-105.688968,-96.345298,-97.266326
3671.875000,-90.470077,-105.771397,-105.308636,-100.516703
3679.687500,-83.314228,-102.121803,-92.897611,-92.777880
3687.500000,-80.794803,-91.215347,-90.493788,-87.501313
3695.312500,-83.122785,-93.955411,-93.621987,-90.233394
3703.125000,-90.029176,-86.770335,-94.101064,-90.300192
3710.937500,-89.806086,-83.086935,-89.113910,-87.335644
3718.750000,-81.612766,-86.675144,-87.553865,-85.280592
3726.562500,-77.705837,-94.993107,-87.558506,-86.752483
3734.375000,-80.527402,-88.209160,-88.551572,-85.762711
3742.187500,-97.022849,-85.185667,-93.370908,-91.859808
3750.000000,-89.492609,-88.586814,-104.296130,-94.125184
3757.812500,-82.992625,-91.167997,-107.947022,-94.035881
3765.625000,-79.980071,-86.754887,-96.010638,-87.581865
3773.437500,-82.135025,-85.440999,-100.422822,-89.332949
3781.250000,-85.129286,-86.186309,-92.917097,-88.077564
3789.062500,-86.447249,-91.528375,-93.529084,-90.501569
3796.875000,-84.845915,-93.617005,-103.644763,-94.035894
3804.687500,-90.220252,-97.393022,-109.686606,-99.099960
3812.500000,-92.991156,-95.792269,-102.087731,-96.957052
3820.312500,-87.144065,-88.939968,-98.642780,-91.575604
3828.125000,-88.743344,-87.126456,-96.781531,-90.883777
3835.937500,-81.657761,-88.632207,-98.719543,-89.669837
3843.750000,-85.913911,-89.592470,-94.858732,-90.121704
3851.562500,-98.861364,-91.163166,-92.151863,-94.058798
3859.375000,-96.290231,-91.294128,-91.155247,-92.913202
3867.187500,-92.443013,-93.352068,-93.252152,-93.015744
3875.000000,-91.182695,-100.933886,-97.339435,-96.485339
3882.812500,-89.265276,-96.439232,-101.227679,-95.644062
3890.625000,-93.014458,-102.647009,-98.391411,-98.017626
3898.437500,-101.627882,-99.147416,-95.561945,-98.779081
3906.250000,-107.813570,-94.370117,-97.449006,-99.877565
3914.062500,-93.009671,-95.038578,-98.317390,-95.455213
3921.875000,-87.459395,-94.919286,-103.560400,-95.313027
3929.687500,-88.121840,-95.288813,-116.225894,-99.878849
3937.500000,-90.635579,-97.089070,-104.894579,-97.539743
3945.312500,-88.857747,-99.127756,-102.220932,-96.735478
3953.125000,-89.090806,-105.215900,-102.530589,-98.945765
3960.937500,-92.856101,-109.596049,-106.006902,-102.819684
3968.750000,-95.834446,-106.590212,-107.693064,-103.372574
3976.562500,-100.817236,-110.055269,-100.636358,-103.836287
3984.375000,-103.279215,-129.595537,-101.002210,-111.292321
3992.187500,-98.289227,-112.820520,-104.731381,-105.280376
4000.000000,-101.257798,-106.532510,-108.096288,-105.295532
4007.812500,-99.660602,-114.911076,-105.364219,-106.645299
4015.625000,-104.147960,-117.481180,-101.653958,-107.761032
4023.437500,-98.067338,-115.637576,-101.130965,-104.945293
4031.250000,-95.093461,-129.197669,-108.072499,-110.787876
4039.062500,-92.341598,-112.502374,-106.257984,-103.700652
4046.875000,-89.537889,-110.822808,-100.496555,-100.285750
4054.687500,-90.361941,-101.136552,-98.803591,-96.767361
4062.500000,-99.727606,-99.964964,-97.430170,-99.040913
4070.312500,-99.526936,-94.446654,-101.210748,-98.394779
4078.125000,-95.741164,-92.660153,-106.123773,-98.175030
4085.937500,-106.289597,-93.905431,-113.300395,-104.498474
4093.750000,-102.082261,-97.985092,-114.894950,-104.987434
4101.562500,-92.710414,-113.513393,-106.549480,-104.257762
4109.375000,-89.619006,-94.210557,-105.892139,-96.573901
4117.187500,-89.290637,-92.012543,-106.289392,-95.864191
4125.000000,-90.301085,-96.000507,-109.735975,-98.679189
4132.812500,-99.323005,-98.340298,-108.626606,-102.096636
4140.625000,-94.921297,-94.210359,-99.952216,-96.361290
4148.437500,-108.210478,-95.624705,-106.560688,-103.465290
4156.250000,-88.658673,-96.675543,-98.515299,-94.616505
4164.062500,-86.215796,-93.600389,-97.641309,-92.485831
4171.875000,-86.436742,-94.401046,-103.708244,-94.848677
4179.687500,-88.052754,-93.685144,-106.716628,-96.151509
4187.500000,-94.493850,-92.654853,-106.035930,-97.728211
4195.312500,-90.446284,-94.428486,-102.046399,-95.640390
4203.125000,-89.419476,-88.438143,-100.221427,-92.693015
4210.937500,-91.355544,-90.019443,-97.682171,-93.019053
4218.750000,-101.152446,-98.471401,-101.607033,-100.410293
4226.562500,-92.163048,-108.472203,-99.521619,-100.052290
4234.375000,-91.770605,-96.382820,-94.885154,-94.346193
4242.187500,-92.064040,-92.013271,-97.236608,-93.771306
4250.000000,-89.173906,-95.609775,-110.942657,-98.575446
4257.812500,-91.844716,-120.100778,-96.980498,-102.975331
4265.625000,-108.721587,-95.528154,-95.879555,-100.043098
4273.437500,-99.438102,-94.416955,-95.294519,-96.383192
4281.250000,-99.877214,-97.385382,-94.426925,-97.229840
4289.062500,-93.985160,-98.612720,-95.087137,-95.895006
4296.875000,-96.517069,-100.013195,-97.395064,-97.975109
4304.687500,-99.539163,-97.653456,-100.266374,-99.152998
4312.500000,-103.425056,-97.649141,-102.702443,-101.258880
4320.312500,-97.131235,-120.446597,-104.016145,-107.197992
4328.125000,-97.483047,-97.521143,-99.467978,-98.157389
4335.937500,-91.379588,-96.676177,-96.023367,-94.693044
4343.750000,-95.014296,-96.223005,-100.891990,-97.376430
4351.562500,-100.733724,-94.598774,-99.861339,-98.397946
4359.375000,-92.326556,-92.996664,-98.848520,-94.723913
4367.187500,-102.449760,-93.851736,-103.855505,-100.052334
4375.000000,-86.559848,-98.358383,-109.465000,-98.127743
4382.812500,-86.877080,-105.365473,-103.118371,-98.453641
4390.625000,-96.370749,-106.013194,-95.622343,-99.335429
4398.437500,-93.343898,-99.523602,-94.384727,-95.750742
4406.250000,-91.718440,-96.487687,-99.902304,-96.036144
4414.062500,-101.670722,-95.878091,-99.976592,-99.175135
4421.875000,-96.680237,-96.929216,-93.966426,-95.858626
4429.687500,-103.503883,-91.058772,-96.594069,-97.052241
4437.500000,-87.921380,-91.045478,-101.966413,-93.644424
4445.312500,-86.534698,-92.962780,-107.330913,-95.609464
4453.125000,-104.834380,-97.990362,-102.995087,-101.939943
4460.937500,-94.816663,-98.741744,-104.084173,-99.214193
4468.750000,-92.386309,-96.376802,-96.664713,-95.142608
4476.562500,-104.299215,-95.509379,-98.939902,-99.582832
4484.375000,-91.780883,-98.945454,-104.029165,-98.251834
4492.187500,-94.775223,-96.910280,-108.176959,-99.954154
4500.000000,-92.488324,-97.883787,-107.949215,-99.440442
4507.812500,-89.048335,-97.931265,-106.962497,-97.980699
4515.625000,-104.305091,-99.601221,-119.655618,-107.853977
4523.437500,-100.615187,-98.284274,-111.013957,-103.304472
4531.250000,-86.115868,-97.515681,-98.157027,-93.929525
4539.062500,-82.325212,-96.671614,-97.277575,-92.091467
4546.875000,-88.112220,-96.166171,-99.081269,-94.453220
4554.687500,-90.833598,-98.237555,-101.869856,-96.980337
4562.500000,-86.117009,-96.747286,-102.641300,-95.168532
4570.312500,-97.016676,-93.449733,-94.849987,-95.105465
4578.125000,-83.343845,-91.288286,-95.038540,-89.890224
4585.937500,-82.839741,-95.942500,-98.693721,-92.491987
4593.750000,-100.845760,-90.039518,-107.575621,-99.486967
4601.562500,-89.919544,-87.296770,-110.172334,-95.796216
4609.375000,-90.807983,-95.163271,-109.435746,-98.469000
4617.187500,-84.765346,-92.335008,-103.239121,-93.446492
4625.000000,-80.337322,-90.912357,-101.878845,-91.042841
4632.812500,-111.517733,-89.966115,-99.879468,-100.454439
4640.625000,-79.421887,-99.469150,-94.637422,-91.176153
4648.437500,-80.174698,-110.449475,-100.208919,-96.944364
4656.250000,-88.398490,-96.467430,-102.416048,-95.760656
4664.062500,-81.485847,-91.584375,-95.991117,-89.687113
4671.875000,-83.663896,-91.146900,-93.206711,-89.339169
4679.687500,-87.496336,-92.646080,-93.002887,-91.048434
4687.500000,-81.029963,-96.809180,-101.432759,-93.090634
4695.312500,-92.370466,-92.866725,-101.719411,-95.652201
4703.125000,-83.658258,-94.232708,-98.158651,-92.016539
4710.937500,-94.238772,-95.046208,-95.756629,-95.013870
4718.750000,-92.141593,-93.983311,-95.709187,-93.944697
4726.562500,-87.272073,-87.890244,-97.127192,-90.763169
4734.375000,-87.217148,-86.866023,-97.156976,-90.413382
4742.187500,-95.966986,-92.550529,-94.727803,-94.415106
4750.000000,-95.693072,-92.363026,-91.755206,-93.270435
4757.812500,-85.216232,-101.827558,-92.740147,-93.261312
4765.625000,-89.667093,-93.578080,-98.748746,-93.997973
4773.437500,-86.027603,-90.467585,-101.042188,-92.512459
4781.250000,-82.527749,-89.971094,-97.636764,-90.045202
4789.062500,-85.087594,-90.768670,-97.941053,-91.265772
4796.875000,-83.896257,-88.730166,-103.747412,-92.124612
4804.687500,-81.500191,-92.266887,-105.651443,-93.139507
4812.500000,-87.157878,-106.105084,-103.091660,-98.784874
4820.312500,-94.496759,-97.141261,-99.823360,-97.153793
4828.125000,-88.350554,-93.576143,-93.282203,-91.736300
4835.937500,-83.147693,-91.118930,-90.495641,-88.254088
4843.750000,-85.068958,-85.870779,-93.782807,-88.240848
4851.562500,-87.497957,-84.591918,-119.620572,-97.236816
4859.375000,-84.051555,-90.711009,-102.949546,-92.570703
4867.187500,-84.522585,-93.868690,-99.499337,-92.630204
4875.000000,-89.614281,-90.198876,-95.968671,-91.927276
4882.812500,-91.433611,-91.769042,-95.816146,-93.006266
4890.625000,-86.436279,-99.894757,-97.816844,-94.715960
4898.437500,-91.510844,-93.331251,-102.670232,-95.837442
4906.250000,-101.172008,-96.161120,-95.653959,-97.662362
4914.062500,-88.506132,-96.140704,-90.847311,-91.831382
4921.875000,-86.529666,-94.223502,-90.966687,-90.573285
4929.687500,-95.127447,-91.354579,-95.245574,-93.909200
4937.500000,-86.824605,-88.153456,-98.160772,-91.046278
4945.312500,-88.897205,-88.316052,-101.358588,-92.857282
4953.125000,-88.991497,-97.752003,-99.561681,-95.435060
4960.937500,-91.100756,-97.045069,-104.722899,-97.622908
4968.750000,-92.990499,-95.613669,-94.120348,-94.241505
4976.562500,-90.153755,-94.842691,-90.913008,-91.969818
4984.375000,-97.887093,-94.456336,-92.762296,-95.035242
4992.187500,-90.876822,-94.353029,-99.030988,-94.753613
5000.000000,-92.121113,-96.785709,-105.486039,-98.130953
5007.812500,-92.018902,-106.075271,-94.252940,-97.449038
5015.625000,-85.949542,-95.449214,-91.755632,-91.051463
5023.437500,-92.436681,-92.870135,-94.165107,-93.157308
5031.250000,-83.780004,-93.724915,-96.592816,-91.365912
5039.062500,-81.469005,-95.119509,-102.262512,-92.950342
5046.875000,-82.380795,-88.603339,-107.373612,-92.785915
5054.687500,-89.376233,-89.551763,-101.340234,-93.422743
5062.500000,-87.749107,-96.654503,-95.720153,-93.374588
5070.312500,-84.274517,-94.355427,-94.027214,-90.885719
5078.125000,-97.355252,-98.149280,-95.416094,-96.973542
5085.937500,-90.520044,-109.908061,-98.516327,-99.648144
5093.750000,-86.146593,-103.192463,-95.568882,-94.969312
5101.562500,-80.153901,-99.215803,-90.764014,-90.044573
5109.375000,-87.540806,-99.569652,-90.705832,-92.605430
5117.187500,-94.529143,-101.487431,-95.343642,-97.120072
5125.000000,-83.785668,-109.132621,-108.259941,-100.392743
5132.812500,-90.872049,-94.740889,-99.473329,-95.028756
5140.625000,-79.792169,-91.647397,-95.552416,-88.997327
5148.437500,-80.108390,-92.318275,-99.527219,-90.651295
5156.250000,-91.540909,-97.603452,-106.869642,-98.671334
5164.062500,-84.993447,-91.796667,-104.546760,-93.778958
5171.875000,-84.194611,-93.256698,-98.237475,-91.896261
5179.687500,-85.860401,-99.993234,-97.821244,-94.558293
5187.500000,-81.946565,-108.965406,-96.475401,-95.795791
5195.312500,-84.728660,-93.060414,-91.681183,-89.823419
5203.125000,-92.000242,-88.588190,-90.755660,-90.448031
5210.937500,-87.852186,-91.388554,-94.193402,-91.144714
5218.750000,-82.360512,-97.734297,-97.780387,-92.625065
5226.562500,-84.423798,-90.011485,-96.401112,-90.278798
5234.375000,-95.107156,-89.059382,-104.188886,-96.118475
5242.187500,-85.466054,-93.310274,-103.728539,-94.168289
5250.000000,-93.753650,-90.498226,-99.394481,-94.548786
5257.812500,-85.309642,-91.821639,-101.497770,-92.876350
5265.625000,-90.032812,-94.487117,-128.954394,-104.491441
5273.437500,-84.743254,-93.835639,-108.460515,-95.679803
5281.250000,-84.235046,-93.227630,-112.284314,-96.582330
5289.062500,-93.863598,-91.559725,-101.237912,-95.553745
5296.875000,-90.821208,-90.205957,-100.518687,-93.848617
5304.687500,-89.063388,-90.718814,-102.381053,-94.054418
5312.500000,-90.777351,-100.985284,-102.955705,-98.239447
5320.312500,-90.726123,-98.133591,-105.597866,-98.152526
5328.125000,-85.976708,-94.871875,-111.434538,-97.427707
5335.937500,-93.494126,-94.476034,-107.353059,-98.441073
5343.750000,-95.890605,-100.072841,-105.588835,-100.517427
5351.562500,-90.636516,-103.319892,-101.008732,-98.321713
5359.375000,-94.414498,-95.484491,-102.476937,-97.458642
5367.187500,-99.654922,-93.832624,-105.298271,-99.595272
5375.000000,-94.499399,-98.533299,-102.743115,-98.591938
5382.812500,-93.855513,-95.861109,-120.302268,-103.339630
5390.625000,-94.040627,-96.999379,-107.278793,-99.439600
5398.437500,-91.078958,-99.122105,-106.277293,-98.826119
5406.250000,-90.312961,-99.414328,-109.914904,-99.880731
5414.062500,-94.603072,-98.071310,-104.414789,-99.029724
5421.875000,-103.585166,-101.209304,-102.267850,-102.354107
5429.687500,-99.865342,-101.335595,-99.982042,-100.394327
5437.500000,-93.424525,-94.984837,-97.091458,-95.166940
5445.312500,-89.227349,-93.049272,-94.977080,-92.417900
5453.125000,-89.928481,-96.832097,-96.726906,-94.495828
5460.937500,-95.376917,-100.521117,-101.470000,-99.122678
5468.750000,-89.667936,-110.509028,-104.712079,-101.629681
5476.562500,-91.386233,-115.839235,-103.766588,-103.664019
5484.375000,-100.306586,-108.913366,-105.441487,-104.887146
5492.187500,-99.940613,-97.626231,-102.145585,-99.904143
5500.000000,-95.608620,-96.391504,-101.164280,-97.721468
5507.812500,-88.984757,-94.866426,-103.204033,-95.685072
5515.625000,-86.973252,-94.163104,-99.084035,-93.406797
5523.437500,-89.630805,-97.707029,-99.618123,-95.651986
5531.250000,-94.278727,-98.714982,-97.978987,-96.990899
5539.062500,-90.432729,-95.595439,-98.793477,-94.940548
5546.875000,-92.000184,-98.198675,-103.792938,-97.997266
5554.687500,-96.796278,-116.243666,-111.160391,-108.066778
5562.500000,-101.411485,-106.703720,-118.323549,-108.812918
5570.312500,-91.104106,-96.431759,-108.984031,-98.839965
5578.125000,-85.781094,-91.555324,-103.907622,-93.748013
5585.937500,-90.625413,-93.445117,-101.682518,-95.251016
5593.750000,-88.957865,-103.038228,-104.339540,-98.778544
5601.562500,-87.540363,-99.403295,-102.553578,-96.499079
5609.375000,-97.625410,-87.529254,-101.136188,-95.430284
5617.187500,-91.220966,-85.943177,-99.553902,-92.239349
5625.000000,-86.233311,-91.455171,-96.221547,-91.303343
5632.812500,-91.159193,-105.588731,-97.677178,-98.141701
5640.625000,-100.219935,-94.530824,-103.812679,-99.521146
5648.437500,-90.068159,-91.381610,-105.873433,-95.774401
5656.250000,-91.027762,-94.072558,-103.073397,-96.057906
5664.062500,-94.674130,-95.927042,-98.009582,-96.203585
5671.875000,-95.407755,-94.962579,-94.439971,-94.936768
5679.687500,-87.869460,-93.285470,-95.054030,-92.069653
5687.500000,-88.849089,-90.992900,-97.219886,-92.353958
5695.312500,-86.793537,-92.046223,-98.759978,-92.533246
5703.125000,-85.512255,-98.429186,-100.807138,-94.916193
5710.937500,-96.399505,-95.061217,-101.192113,-97.550945
5718.750000,-97.492757,-91.464191,-103.843749,-97.600232
5726.562500,-90.342204,-93.499828,-103.500689,-95.780907
5734.375000,-85.460769,-101.998663,-102.231273,-96.563569
5742.187500,-94.428441,-92.453587,-101.078175,-95.986734
5750.000000,-87.888382,-90.663642,-102.104263,-93.552096
5757.812500,-84.557636,-89.860602,-102.322547,-92.246929
5765.625000,-91.424379,-89.252511,-94.394721,-91.690537
5773.437500,-86.304456,-90.807897,-93.998465,-90.370272
5781.250000,-89.327463,-92.341565,-95.720104,-92.463044
5789.062500,-95.731148,-98.834092,-95.508537,-96.691259
5796.875000,-95.158436,-98.522615,-95.612078,-96.431043
5804.687500,-87.453483,-93.952017,-99.980303,-93.795268
5812.500000,-83.813989,-89.263461,-98.126322,-90.401258
5820.312500,-86.547524,-87.072780,-95.154129,-89.591478
5828.125000,-92.181964,-89.662053,-95.798640,-92.547552
5835.937500,-96.315488,-96.100302,-96.013540,-96.143110
5843.750000,-93.942226,-104.131506,-97.338021,-98.470584
5851.562500,-91.055473,-102.391417,-102.147381,-98.531424
5859.375000,-93.099919,-96.000692,-103.258189,-97.452933
5867.187500,-87.324467,-105.130662,-99.685078,-97.380069
5875.000000,-82.047434,-90.598108,-102.129817,-91.591786
5882.812500,-83.178131,-87.875818,-104.499259,-91.851069
5890.625000,-91.068340,-89.720499,-100.047882,-93.612240
5898.437500,-86.610242,-89.740490,-98.956467,-91.769066
5906.250000,-87.332970,-91.716900,-99.861666,-92.970512
5914.062500,-108.319285,-98.773593,-100.285717,-102.459532
5921.875000,-86.998841,-92.584401,-97.301714,-92.294985
5929.687500,-87.293487,-89.568762,-93.655645,-90.172631
5937.500000,-87.306128,-92.449092,-94.550955,-91.435392
5945.312500,-87.408436,-98.515247,-96.886478,-94.270054
5953.125000,-87.988560,-96.169555,-103.159648,-95.772588
5960.937500,-87.479222,-94.723268,-108.012797,-96.738429
5968.750000,-92.117558,-94.804264,-99.449259,-95.457027
5976.562500,-107.626241,-95.759211,-98.293193,-100.559548
5984.375000,-91.124680,-92.519127,-107.549928,-97.064578
5992.187500,-96.388446,-92.058393,-103.056115,-97.167651
6000.000000,-119.431542,-90.970442,-99.439603,-103.280529
6007.812500,-91.343915,-93.070218,-101.258077,-95.224070
6015.625000,-88.512837,-88.375571,-107.029387,-94.639265
6023.437500,-91.689253,-90.415132,-107.846997,-96.650461
6031.250000,-90.396985,-93.939202,-105.680278,-96.672155
6039.062500,-88.277217,-89.816089,-108.136911,-95.410073
6046.875000,-92.779501,-90.509610,-103.022856,-95.437323
6054.687500,-93.786609,-95.897237,-98.082644,-95.922163
6062.500000,-89.271290,-105.086350,-97.152028,-97.169889
6070.312500,-93.319167,-93.505868,-99.983510,-95.602848
6078.125000,-100.809203,-93.843575,-100.504161,-98.385647
6085.937500,-114.568516,-103.906071,-97.392020,-105.288869
6093.750000,-97.252079,-93.373880,-95.420471,-95.348810
6101.562500,-89.742681,-93.896879,-94.378914,-92.672825
6109.375000,-93.523491,-97.064266,-92.778840,-94.455533
6117.187500,-98.635729,-93.498605,-93.864347,-95.332894
6125.000000,-95.067008,-94.572883,-96.837928,-95.492606
6132.812500,-93.320877,-96.415197,-95.151671,-94.962581
6140.625000,-88.010816,-102.660893,-94.213555,-94.961755
6148.437500,-85.738001,-90.854742,-98.174580,-91.589108
6156.250000,-89.097577,-94.900144,-99.220126,-94.405949
6164.062500,-89.814383,-95.418475,-95.985977,-93.739612
6171.875000,-94.576106,-96.106930,-95.501147,-95.394728
6179.687500,-93.111404,-98.503889,-97.067039,-96.227444
6187.500000,-89.906519,-98.097327,-100.971837,-96.325228
6195.312500,-93.944729,-93.952146,-105.216168,-97.704348
6203.125000,-96.253729,-92.709279,-97.448270,-95.470426
6210.937500,-91.041895,-94.260268,-94.923200,-93.408454
6218.750000,-87.631858,-99.407752,-96.675934,-94.571848
6226.562500,-93.331354,-92.759838,-101.612703,-95.901299
6234.375000,-93.106942,-87.110348,-101.396492,-93.871261
6242.187500,-92.560329,-89.521105,-118.179744,-100.087060
6250.000000,-87.599101,-103.383520,-97.076447,-96.019690
6257.812500,-86.600591,-100.959759,-93.977551,-93.845967
6265.625000,-94.268168,-93.163642,-94.097219,-93.843010
6273.437500,-91.503627,-91.011449,-101.274902,-94.596659
6281.250000,-91.864026,-95.573019,-103.940223,-97.125756
6289.062500,-92.485285,-107.136226,-97.914743,-99.178751
6296.875000,-84.610015,-93.125731,-95.746392,-91.160713
6304.687500,-88.695176,-91.530600,-96.208708,-92.144828
6312.500000,-89.697230,-89.801869,-97.824601,-92.441233
6320.312500,-90.475300,-91.069915,-99.059544,-93.534920
6328.125000,-87.069387,-98.281989,-106.918165,-97.423180
6335.937500,-86.338482,-95.919415,-103.616019,-95.291305
6343.750000,-95.777135,-102.887457,-103.456774,-100.707122
6351.562500,-95.473809,-97.255160,-98.379737,-97.036235
6359.375000,-93.752681,-95.510964,-100.801734,-96.688460
6367.187500,-96.204924,-93.562669,-99.020132,-96.262575
6375.000000,-89.232598,-94.602983,-100.195086,-94.676889
6382.812500,-89.415617,-94.341659,-107.337877,-97.031718
6390.625000,-91.367512,-96.080631,-102.628206,-96.692117
6398.437500,-90.269274,-100.169600,-100.311433,-96.916769
6406.250000,-91.056399,-93.212321,-98.352898,-94.207206
6414.062500,-95.959822,-88.567374,-103.021926,-95.849707
6421.875000,-90.171596,-92.195942,-98.734064,-93.700534
6429.687500,-93.153730,-97.627469,-98.283583,-96.354927
6437.500000,-86.332084,-96.940216,-100.344488,-94.538930
6445.312500,-83.333645,-100.373405,-103.133050,-95.613366
6453.125000,-87.843962,-94.193418,-103.572943,-95.203441
6460.937500,-91.696658,-88.127438,-98.949862,-92.924652
6468.750000,-86.404163,-89.258351,-99.450241,-91.704252
6476.562500,-98.530973,-97.756823,-104.483191,-100.256996
6484.375000,-91.452763,-94.958490,-96.350638,-94.253964
6492.187500,-92.744699,-91.191179,-95.565638,-93.167172
6500.000000,-106.662844,-94.813957,-97.146394,-99.541065
6507.812500,-86.530662,-93.394636,-94.701093,-91.542130
6515.625000,-86.631641,-86.372282,-95.536900,-89.513608
6523.437500,-87.976834,-87.310575,-95.376930,-90.221446
6531.250000,-90.015303,-90.680800,-93.890664,-91.528922
6539.062500,-89.051851,-84.707915,-94.381064,-89.380277
6546.875000,-94.456101,-83.372561,-95.590833,-91.139832
6554.687500,-85.344103,-84.302718,-96.915647,-88.854156
6562.500000,-91.558018,-87.608529,-111.146990,-96.771179
6570.312500,-92.217028,-96.180824,-98.716907,-95.704920
6578.125000,-94.179329,-92.900648,-99.487991,-95.522656
6585.937500,-85.578916,-93.132234,-96.004775,-91.571975
6593.750000,-93.400315,-87.783032,-92.393377,-91.192241
6601.562500,-90.267988,-88.297298,-92.300866,-90.288717
6609.375000,-88.068644,-91.781858,-97.144049,-92.331517
6617.187500,-81.865442,-92.448354,-98.117743,-90.810513
6625.000000,-84.678988,-92.465071,-98.305211,-91.816423
6632.812500,-88.648156,-92.011416,-96.751033,-92.470202
6640.625000,-94.717313,-95.175758,-93.207103,-94.366725
6648.437500,-89.161792,-93.189029,-91.029128,-91.126650
6656.250000,-95.889949,-95.098237,-92.577688,-94.521958
6664.062500,-84.534174,-96.103850,-95.879823,-92.172615
6671.875000,-85.293135,-90.243020,-94.919752,-90.151969
6679.687500,-82.757203,-95.071740,-93.374156,-90.401033
6687.500000,-87.080741,-92.406535,-94.883844,-91.457040
6695.312500,-92.410928,-89.250919,-97.169544,-92.943797
6703.125000,-81.877051,-98.986441,-103.516235,-94.793242
6710.937500,-82.263201,-91.215418,-93.215597,-88.898072
6718.750000,-87.116278,-88.560375,-92.593377,-89.423344
6726.562500,-81.967577,-103.430618,-94.016798,-93.138331
6734.375000,-92.719155,-94.111284,-96.631591,-94.487343
6742.187500,-79.553347,-94.347429,-102.604607,-92.168461
6750.000000,-83.914084,-96.208514,-99.647122,-93.256573
6757.812500,-88.713792,-96.719896,-96.596775,-94.010154
6765.625000,-83.898321,-100.663328,-100.004655,-94.855434
6773.437500,-84.430019,-104.140879,-106.493143,-98.354680
6781.250000,-84.643248,-92.226821,-108.853005,-95.241025
6789.062500,-88.043920,-91.723532,-103.122012,-94.296488
6796.875000,-85.069273,-104.368493,-92.280507,-93.906091
6804.687500,-85.148721,-98.122509,-91.512678,-91.594636
6812.500000,-81.409542,-91.763527,-93.284574,-88.819214
6820.312500,-91.417883,-88.033638,-97.008209,-92.153243
6828.125000,-83.055671,-87.962475,-102.454551,-91.157566
6835.937500,-85.832630,-87.075371,-97.872538,-90.260180
6843.750000,-88.889523,-91.371960,-95.668074,-91.976519
6851.562500,-81.565567,-96.949170,-97.967558,-92.160765
6859.375000,-83.612656,-99.828195,-98.619990,-94.020280
6867.187500,-87.736691,-93.363228,-105.507432,-95.535784
6875.000000,-82.900733,-88.224692,-101.792465,-90.972630
6882.812500,-83.556249,-91.744771,-95.010948,-90.103989
6890.625000,-87.978310,-91.197640,-94.506030,-91.227327
6898.437500,-77.753005,-92.929247,-102.873247,-91.185166
6906.250000,-75.984493,-92.214335,-99.630357,-89.276395
6914.062500,-84.979658,-99.272639,-97.107119,-93.786472
6921.875000,-80.272255,-89.776748,-99.138946,-89.729317
6929.687500,-79.509850,-85.409923,-99.601940,-88.173904
6937.500000,-85.905492,-97.607371,-96.891328,-93.468064
6945.312500,-79.524374,-88.039123,-94.876265,-87.479920
6953.125000,-83.811465,-87.989279,-97.576576,-89.792440
6960.937500,-80.432164,-93.239227,-96.782453,-90.151282
6968.750000,-76.048084,-98.924636,-104.043206,-93.005309
6976.562500,-88.017898,-88.493725,-95.349003,-90.620209
6984.375000,-75.030845,-90.674459,-88.203319,-84.636208
6992.187500,-81.754564,-83.455665,-87.134347,-84.114859
7000.000000,-75.987426,-83.960130,-91.370369,-83.772641
7007.812500,-78.168132,-88.647366,-92.212381,-86.342626
7015.625000,-88.058464,-97.343064,-90.100811,-91.834113
7023.437500,-74.405993,-89.686033,-90.079367,-84.723798
7031.250000,-71.844306,-84.356381,-92.146866,-82.782518
7039.062500,-80.425476,-87.871793,-102.720305,-90.339191
7046.875000,-78.740139,-105.816702,-90.357017,-91.637952
7054.687500,-76.612429,-97.605325,-91.238365,-88.485373
7062.500000,-82.520130,-90.032107,-95.457568,-89.336602
7070.312500,-76.839747,-85.384898,-92.930855,-85.051833
7078.125000,-83.042249,-86.165203,-90.645643,-86.617698
