label,elapsedMillis,frameIndex,sampleRate,triggered,confidence,speechConfidence,noiseFloor,reason,rms,peak,zeroCrossingRate,spectralCentroid,spectralFlatness,frameEnergy,clipping,spectralTemplateScore
"background-noisy",-20,0,16000,false,0.376237,0.166282,0.000708,"candidate: spectral mismatch",0.004655,0.010773,0.387500,1477.433472,0.445726,0.006933,false,0.241034
"background-noisy",3,1,16000,false,0.374345,0.244374,0.000708,"candidate: spectral mismatch",0.005082,0.012207,0.406250,2191.667725,0.185422,0.008266,false,0.259557
"background-noisy",20,2,16000,false,0.372099,0.185220,0.000709,"candidate: spectral mismatch",0.004518,0.011536,0.384375,2177.649170,0.382601,0.006531,false,0.185760
"background-noisy",45,3,16000,false,0.370756,0.282265,0.000709,"candidate: spectral mismatch",0.005144,0.014801,0.362500,1133.322632,0.235668,0.008468,false,0.275819
"background-noisy",66,4,16000,false,0.370683,0.241948,0.000709,"candidate: spectral mismatch",0.005211,0.016358,0.381250,2396.020264,0.193506,0.008691,false,0.358001
"background-noisy",86,5,16000,false,0.370334,0.293844,0.000709,"candidate: spectral mismatch",0.005067,0.015198,0.406250,1068.548828,0.249850,0.008215,false,0.172187
"background-noisy",106,6,16000,false,0.368814,0.168574,0.000709,"candidate: spectral mismatch",0.004525,0.012482,0.403125,1476.613403,0.438088,0.006552,false,0.171105
"background-noisy",125,7,16000,false,0.367078,0.147853,0.000709,"candidate: spectral mismatch",0.004555,0.019379,0.393750,1273.721191,0.569309,0.006638,false,0.135922
"background-noisy",146,8,16000,false,0.365368,0.114536,0.000709,"candidate: spectral mismatch",0.004374,0.011200,0.425000,1628.729614,0.618214,0.006121,false,0.150588
"background-noisy",165,9,16000,false,0.364748,0.240817,0.000709,"candidate: spectral mismatch",0.004761,0.012787,0.371875,2365.934326,0.197277,0.007254,false,0.328924
"background-noisy",186,10,16000,false,0.364426,0.191556,0.000709,"candidate: spectral mismatch",0.004765,0.014069,0.387500,1513.582642,0.361479,0.007266,false,0.193949
"background-noisy",201,11,16000,false,0.363666,0.160929,0.000709,"candidate: spectral mismatch",0.004977,0.014496,0.406250,1255.877197,0.540263,0.007927,false,0.152170
"background-noisy",226,12,16000,false,0.432931,0.239370,0.000709,"candidate: spectral mismatch",0.019738,0.138920,0.350000,2312.793701,0.202099,0.124667,false,0.403837
"background-noisy",246,13,16000,false,0.497108,0.496700,0.000709,"candidate: possible blow",0.043237,0.155828,0.137500,157.213074,0.089101,0.598230,false,0.539960
"background-noisy",266,14,16000,false,0.549287,0.905311,0.000709,"candidate: possible blow",0.031444,0.083865,0.071875,151.314529,0.034755,0.316396,false,0.682137
"background-noisy",285,15,16000,false,0.586639,0.597055,0.000709,"candidate: possible blow",0.011205,0.032380,0.121875,160.716827,0.069939,0.040176,false,0.578023
"background-noisy",306,16,16000,false,0.613385,0.420871,0.000709,"candidate: possible blow",0.006384,0.019440,0.200000,298.931610,0.207338,0.013042,false,0.381473
