label,elapsedMillis,frameIndex,sampleRate,triggered,confidence,speechConfidence,noiseFloor,reason,rms,peak,zeroCrossingRate,spectralCentroid,spectralFlatness,frameEnergy,clipping,spectralTemplateScore
"correct-blow-far",-10,0,16000,false,0.003646,0.000000,0.000933,"ambient",0.000973,0.003021,0.378125,1239.589722,0.525334,0.000303,false,0.221508
"correct-blow-far",13,1,16000,false,0.002990,0.000000,0.000936,"ambient",0.000995,0.002625,0.387500,1095.832275,0.445169,0.000317,false,0.286761
"correct-blow-far",31,2,16000,false,0.002452,0.000000,0.000936,"ambient",0.000927,0.003601,0.368750,468.148834,0.291673,0.000275,false,0.317907
"correct-blow-far",51,3,16000,false,0.002010,0.000000,0.000938,"ambient",0.000981,0.002960,0.428125,637.581909,0.255554,0.000308,false,0.302371
"correct-blow-far",72,4,16000,false,0.001648,0.000000,0.000936,"ambient",0.000893,0.002991,0.393750,950.178589,0.384331,0.000255,false,0.198111
"correct-blow-far",91,5,16000,false,0.001352,0.000000,0.000932,"ambient",0.000874,0.002747,0.412500,1538.293457,0.220782,0.000245,false,0.131765
"correct-blow-far",111,6,16000,false,0.001108,0.000000,0.000936,"ambient",0.000992,0.003388,0.381250,594.531311,0.459706,0.000315,false,0.205792
"correct-blow-far",130,7,16000,false,0.000909,0.000000,0.000933,"ambient",0.000894,0.002930,0.393750,1008.542969,0.406455,0.000256,false,0.234725
"correct-blow-far",151,8,16000,false,0.000745,0.000000,0.000933,"ambient",0.000933,0.003021,0.384375,1140.971069,0.413039,0.000279,false,0.253528
"correct-blow-far",171,9,16000,false,0.000611,0.000000,0.000935,"ambient",0.000972,0.004456,0.375000,576.117310,0.199379,0.000302,false,0.312381
"correct-blow-far",191,10,16000,false,0.000501,0.000000,0.000931,"ambient",0.000864,0.002319,0.353125,989.511841,0.472314,0.000239,false,0.201460
"correct-blow-far",211,11,16000,false,0.000411,0.000000,0.000930,"ambient",0.000918,0.002441,0.343750,1140.967529,0.247804,0.000270,false,0.229015
"correct-blow-far",231,12,16000,false,0.000337,0.000000,0.000927,"ambient",0.000876,0.002319,0.371875,2066.895996,0.259776,0.000245,false,0.337902
"correct-blow-far",252,13,16000,false,0.000276,0.000000,0.000926,"ambient",0.000914,0.002716,0.353125,947.638916,0.303705,0.000267,false,0.282780
"correct-blow-far",271,14,16000,false,0.000227,0.000000,0.000934,"ambient",0.001061,0.004425,0.346875,1011.065552,0.365002,0.000360,false,0.229705
"correct-blow-far",291,15,16000,false,0.000186,0.000000,0.000933,"ambient",0.000909,0.003052,0.350000,910.792847,0.288484,0.000264,false,0.237147
"correct-blow-far",311,16,16000,false,0.000152,0.000000,0.000934,"ambient",0.000958,0.003265,0.393750,862.871155,0.434768,0.000294,false,0.232869
"correct-blow-far",331,17,16000,false,0.000125,0.000000,0.000932,"ambient",0.000893,0.003113,0.346875,709.365112,0.413765,0.000255,false,0.261673
"correct-blow-far",356,18,16000,false,0.000102,0.000000,0.000934,"ambient",0.000974,0.002716,0.359375,844.667297,0.364019,0.000303,false,0.261783
"correct-blow-far",375,19,16000,false,0.000084,0.000000,0.000935,"ambient",0.000937,0.002625,0.381250,918.488770,0.547591,0.000281,false,0.197448
"correct-blow-far",397,20,16000,false,0.000069,0.000000,0.000931,"ambient",0.000874,0.002655,0.396875,1898.942261,0.335837,0.000244,false,0.279686
"correct-blow-far",418,21,16000,false,0.000056,0.000000,0.000924,"ambient",0.000823,0.003265,0.425000,1438.955200,0.648396,0.000217,false,0.159376
"correct-blow-far",437,22,16000,false,0.000046,0.000000,0.000919,"ambient",0.000842,0.002899,0.378125,988.205505,0.388684,0.000227,false,0.280164
"correct-blow-far",459,23,16000,false,0.000038,0.000000,0.000918,"ambient",0.000891,0.002655,0.409375,1387.936035,0.540925,0.000254,false,0.202004
"correct-blow-far",478,24,16000,false,0.000031,0.000000,0.000916,"ambient",0.000892,0.002808,0.390625,1481.164917,0.502671,0.000255,false,0.195777
"correct-blow-far",495,25,16000,false,0.000026,0.000000,0.000912,"ambient",0.000842,0.003143,0.328125,917.944885,0.497788,0.000227,false,0.161046
"correct-blow-far",518,26,16000,false,0.000021,0.000000,0.000906,"ambient",0.000807,0.002136,0.350000,1387.981323,0.363143,0.000209,false,0.252709
"correct-blow-far",538,27,16000,false,0.000017,0.000000,0.000904,"ambient",0.000880,0.002869,0.456250,728.197083,0.379011,0.000248,false,0.218870
"correct-blow-far",557,28,16000,false,0.000014,0.000000,0.000905,"ambient",0.000919,0.002594,0.378125,1093.991089,0.422036,0.000270,false,0.154629
"correct-blow-far",574,29,16000,false,0.000012,0.000000,0.000910,"ambient",0.000983,0.003204,0.412500,715.854919,0.493103,0.000309,false,0.180975
"correct-blow-far",598,30,16000,false,0.000009,0.000000,0.000913,"ambient",0.000963,0.002960,0.365625,515.637024,0.307663,0.000297,false,0.320645
"correct-blow-far",619,31,16000,false,0.000008,0.000000,0.000908,"ambient",0.000825,0.002899,0.353125,1465.970581,0.449432,0.000218,false,0.301264
"correct-blow-far",639,32,16000,false,0.000006,0.000000,0.000913,"ambient",0.000995,0.002899,0.384375,1910.371582,0.279131,0.000317,false,0.349560
"correct-blow-far",658,33,16000,false,0.000005,0.000000,0.000922,"ambient",0.001073,0.003601,0.350000,765.676636,0.397260,0.000369,false,0.215431
"correct-blow-far",677,34,16000,false,0.000004,0.348225,0.000934,"ambient",0.001119,0.002960,0.381250,738.894165,0.337187,0.000401,false,0.214391
"correct-blow-far",693,35,16000,false,0.000004,0.000000,0.000941,"ambient",0.001044,0.003174,0.425000,1115.532837,0.478220,0.000349,false,0.213874
"correct-blow-far",718,36,16000,false,0.000003,0.000000,0.000946,"ambient",0.001031,0.002564,0.390625,1208.629395,0.704550,0.000340,false,0.150588
"correct-blow-far",738,37,16000,false,0.000002,0.203404,0.000964,"ambient",0.001236,0.004028,0.434375,1892.018066,0.321988,0.000489,false,0.221526
"correct-blow-far",757,38,16000,false,0.000002,0.292094,0.000977,"ambient",0.001184,0.004181,0.384375,859.762207,0.425805,0.000449,false,0.248693
"correct-blow-far",777,39,16000,false,0.000002,0.245676,0.001002,"ambient",0.001392,0.004639,0.312500,1164.663818,0.332093,0.000620,false,0.206093
"correct-blow-far",791,40,16000,false,0.000001,0.361331,0.001002,"candidate: spectral mismatch",0.001624,0.005463,0.303125,696.014404,0.328440,0.000844,false,0.185215
